x1,x2,x3,x4,x5,target
0.7500100372229963,1.587613386860159,6.047169982323471,2.647422656907282,0.22289972230123628,0.34271066932753236
4.781082479316763,1.6099204715900999,1.1368269842110086,1.8910347690675888,3.4174607920317097,0.6675537576493203
4.8251929900017805,0.07751893003908057,4.8416917519978835,1.5446280172111997,0.8723058354706341,0.3716195125112204
4.080511390185802,1.3538462134377383,2.8094711641173054,2.952048614961319,1.6844136000655237,0.9392585883850382
4.270324819229394,3.4499977988640484,3.243476638953836,0.6025106428952829,1.8414836891053563,0.7160441499828686
5.936804758831745,3.2818845421852387,4.942162096238865,2.334619929823976,0.7821286049378358,0.43786750218756904
2.265905608943573,1.7356263990521872,0.1663111056750048,1.7065509376152206,2.4434364118159597,0.5830869303894971
0.9410177075263417,4.505767766708716,2.1373315149030137,4.958328029824198,0.7440500259707148,0.4722483154437948
5.348723586007927,5.095866977230528,5.32179207706701,0.5504861027439569,5.955644303903104,0.2854220876826586
5.494138762355196,1.6523935015954863,0.4290397095436462,5.6720290567771,5.114748911931861,0.31991287624474807
2.03909437060014,0.7113693174418803,2.497167891974361,0.3553293926967562,2.1642302020910735,0.5233737695795393
4.241146902227961,3.0046944421754294,3.4992795727048436,3.837377464530424,1.4059953955985265,0.9968301340648792
2.2337246391574483,0.5693731390646941,0.6359674685873058,2.4268490231808126,0.7674267444204059,0.44649514586663613
3.324262762157712,0.7230093946116012,5.481466186764151,4.44362846324822,3.572414848187858,0.5302443730945868
1.456248427683485,5.109898439215939,0.6528910325488659,0.530820611827687,5.294216200591266,0.34838306760363397
2.773760137827618,4.918539111424124,4.56206856749107,0.9557450106409746,3.8437754584536536,0.6225498580461737
3.0923661536321063,2.4297916345801207,0.30455281335658196,5.897060598680555,4.280398232990912,0.4418623116629971
0.3734845291928183,2.8571444734109983,1.4082405025613551,5.350613100249842,1.2139041248656395,0.43162592302071945
2.2063209152745404,5.445600384891215,2.5513471605204896,3.623888519139171,2.060579114579446,0.7642966121817417
3.752858482661839,1.7838920535873717,3.839295465813578,2.790196700518143,2.565791839777093,1.2527112645903449
1.4511810172448698,1.4203194619405195,3.315465844207308,4.215346215367561,5.921177605864165,0.4998976566841346
1.9078663330146644,3.925099947991037,4.666706460733293,6.006207066832418,4.447582021495765,0.4771162879893637
1.0666460273126745,2.274231384117005,4.165685403047616,1.3163478946070748,0.887606753921681,0.5580260682677691
5.4198738358755225,5.328135729736918,0.7213764237933264,3.137983148113596,2.7913784936742685,0.46445323337305505
1.2969216978535545,5.47044973604183,0.7352879151327323,3.106432426194294,2.831591435609605,0.5215883396594116
4.499079144727493,4.370143511588535,5.284450258145024,1.1563626262623627,2.9409620122149103,0.5635158824602619
5.405804492693755,2.595310072307336,5.390873156921149,1.1729777800543215,5.55216571341611,0.3770809637003771
0.7892502116976796,3.7622417308733422,3.3564189307529935,1.9642615641603547,2.966021753525655,0.8569442787424347
2.2580895185600127,3.5319951171737394,2.8983854401337403,5.945864320292731,4.340361366384885,0.6128028985693073
1.7060249014064743,3.123296504033253,1.564072964142974,4.503516887753427,4.968097684358855,0.6717977881745254
0.19598082180278092,1.9983567065424677,4.181764693031444,3.8592494206030885,5.593909157074358,0.43996549963456183
2.486073270020767,3.600795338744594,2.5706319304536525,5.919397072262056,4.2277776002409375,0.6313231048162039
1.6474639032232736,0.18203110675465223,3.8101237108793926,1.6887185040313952,2.909208871770308,0.5829440415650854
2.1370582981013913,4.286129428655419,3.891108402675516,4.738810167371301,0.7413067206141504,0.6128191619683403
4.572391101243321,1.1062198352023855,1.2950423185850843,0.17480248590317687,1.2957794817808137,0.4023852374553251
1.1133214820235242,1.9429382497497036,2.1106619368002653,4.223080683263583,1.7431096902430787,0.7383584587193452
4.776348034007003,0.8562664266365458,5.038387836303867,3.335713908926768,4.593334346062387,0.5113141260869897
3.349972594289846,5.749559192030618,1.50314304365848,2.0694644072637196,1.0865484911045922,0.514130081730626
0.8192002301142542,5.2353891645699635,4.591464479293662,1.6299038769969114,2.004469820143304,0.49618298172991776
5.733149917666694,4.081225324446515,5.278390701277989,3.759512653448869,0.6045684223790835,0.39769064579606284
1.7896362275788684,4.213948427113322,5.082658883126947,5.2402935071031225,5.928275272617754,0.3865506603244836
3.9718862686091647,0.1820248324625277,5.831590290148596,1.2145105471402968,4.140022766698584,0.37891597779157354
5.175930677776987,4.1865594384429405,0.7112789273573923,0.5272192587047044,4.413800230447527,0.4082579569909092
1.6824338821719376,4.041541389402746,3.220956093851688,4.49009667499493,3.806178625138369,0.9311054055740194
3.955864108004053,1.9850566477486686,1.6449111793795577,1.4240607059232269,3.1884337852719744,0.8850228053725725
3.7923236519254804,1.5168259830514175,4.2419736516795075,0.3753715869688123,4.508932361421899,0.5395014414223614
5.470703022608174,4.987994741397496,0.903888783559331,3.6244826629017464,2.0403679694041847,0.48167118368461503
3.0937885266928955,0.4545993611715626,4.546628350322132,2.987023572195244,0.3251209416015039,0.4753966471280497
5.324137924976831,4.53964210197056,1.9889791315405891,5.427804471717561,0.929023538276952,0.41705842092219053
4.679654789852201,5.5857891063767084,0.07003220173408838,2.890901467412762,1.221684389314899,0.38071212309463487
5.684106778480342,3.5333188604125003,5.480024100669626,2.484918240115407,5.237946602663492,0.41818097034018026
0.24895727298463627,1.6472309956340754,1.0083817829603403,2.3345827702846336,4.273820788640317,0.48947236286313917
3.8231630427697434,2.6243144812426102,0.8122954042052626,0.876058185346833,1.7517896584109847,0.5997380479269109
4.226376478362768,0.9993900932666557,0.8680476157373229,5.485269132643598,5.932857377705843,0.33523438839222136
4.884561748462275,1.4513768163009084,5.440457774359779,2.3522357007104295,1.6741575665294723,0.5240239392480137
5.327971811943673,2.82017505664217,3.3874597267115254,2.1291185408474047,3.5923845974719644,0.8538784431744887
3.533472397316248,2.268845128952252,5.354346992328256,3.105589944330289,4.399186934562135,0.750131086234338
3.193425693310516,2.6110601111132556,2.052353632984676,5.579520864474342,3.696074826082372,0.7561339803953941
1.5370898154031543,5.68786586522312,4.320144527103205,1.383827603677614,1.47520672511718,0.47518312336258517
3.491550912282909,5.6012929224019254,0.2985289798389705,2.7763489486629656,0.15646115786281894,0.36440458442276336
1.4395449336980926,3.3919161862884195,3.665105168170099,2.1104587247671223,3.8123059299411777,1.0546178350868038
3.633184498012587,0.6401240807972133,0.572472131794763,5.446948795976142,0.33655311919878,0.3339529695939854
3.4455359000520183,0.5965877483330855,5.846944866439935,5.042987610914124,2.2205096148794707,0.41908704450248496
3.218022048806586,2.980971789830996,5.545154385810751,3.2526246517024857,5.439785130869227,0.5700579165639357
0.6749919413912435,3.0950366662261146,4.282619304992539,0.8503237892407751,2.2202464195639573,0.578404788280813
4.706413291818611,2.596044919080745,2.4850459859255185,4.01519212576271,5.338822613324871,0.6738131316465031
1.1595825046356638,5.043468436337124,4.850300426850759,5.93169275958488,2.5335509494326702,0.4032435519234347
4.528324469724248,5.892559325354772,3.3333193912856864,1.4505323671681967,2.8241701957703667,0.5480790563762559
4.346052135008127,3.5744553017915246,6.041209900565108,1.0895900345314218,4.756561512881213,0.4324139674134316
0.7052855555667183,5.340440258145839,2.5505024493690707,5.062422780786245,1.7102530011927657,0.4574051080541044
3.9180565574298845,1.7713791546182716,5.689056655075431,1.648665811772654,4.144683408353795,0.5643415090930894
2.562255093152464,5.333362337044918,5.942594568197191,5.503699625269179,5.400344501817165,0.3192315077786073
2.1082025092635566,1.8882709052314024,1.849208950576882,5.967293977147345,4.007100515705974,0.5502169418031628
4.693394344766449,1.9668472211123265,5.520586573502571,3.7961262499900905,4.685184572026635,0.5329919400950123
3.2904235908920034,1.6315060026491894,5.902753648783863,5.240896459796719,0.3715444386339692,0.36611937176826037
0.35412961916423974,4.9177687824927725,1.540717784175556,4.096077727949395,3.760292450162803,0.5105322091178998
4.542372932863288,5.385002359991908,5.186582175115184,2.565401416954132,4.855115946603024,0.4655791896579525
4.094948513634403,4.119128284301757,2.013017109851115,3.686588827857488,4.049579136832447,1.000148404751333
5.426152355542053,3.734910980360187,0.639133038792824,2.5802326232005353,5.4901127607624245,0.4277732936490788
1.5720974823000318,4.72389928990787,2.6067012501549165,0.8136180569773379,0.31409878635656846,0.4512686371062076
5.377237917444101,2.43653854469571,0.5038207939260397,5.729043692627402,0.3706110863389975,0.31684648932684856
0.6595142883824654,3.5896267083761106,0.33540157650025354,0.3659240646244483,1.2295078395540326,0.3571605072043837
0.8422752581416693,3.91607526736699,3.431458958044285,4.492773424767305,2.039448697872139,0.7229529863667481
0.18996143314996433,4.421031979522462,2.064406437325982,4.951627780046147,1.1682180152175072,0.43563000033638516
2.9988564337323247,3.0614221185050523,3.1716583009057233,1.5421232199272379,0.4942472359561176,0.7441892488351298
4.394214663480607,4.1374124648918125,3.9338040385987867,1.519223814867993,0.633673753664626,0.5916554230171958
5.297682436538505,0.27872426028789604,2.2807931278787956,1.8806490511702598,5.003749666791323,0.4260775837623987
3.2428806419315657,4.83086375453956,4.472677319082453,1.201406459922143,2.2028372418337003,0.692030087689392
1.894067106276076,2.043525363126312,2.319250111095853,1.5023237987264995,4.359396193210282,0.8552605224483502
5.999453738589413,0.5086839983248825,1.3800947262206542,0.5975959223061191,4.945591419723268,0.30879119988372034
0.33550333705659824,4.026750076266192,4.55354274306615,5.213179536747763,1.60137240915947,0.44599897804066013
1.3540439220233247,0.758392830792078,5.367199440278608,1.7279686798178913,3.132420396956486,0.5006707450227581
3.684805208863482,2.245060007398405,2.8554423367010333,6.033539308838698,5.367204612033472,0.47925295051437017
4.335187620014284,4.21742121737049,5.02055169570327,1.0933910858409475,3.9692795849923037,0.5909421560550467
1.3315242467767106,3.2730267778775035,3.40800099019107,0.6680256896094137,3.2288410328351658,0.7399026135253618
1.8010820077979914,3.7729648818917267,4.200568348324348,4.357832036276805,2.0422361053282123,0.8898964148700887
2.0969230296639516,1.1454766359903303,4.1277132550686995,0.15309773330656967,3.1952213479404223,0.5356328121817197
2.1311691307668394,1.6468108277226012,5.012542486745446,1.4689537392715024,3.115670968847656,0.714602298325838
