x,y,target
-1.372386244861819,-2.842265760077148,-7.782896471132489
2.2755812278920615,-2.097710907386687,-2.436529705960791
1.7660695709484937,0.1378799339595398,-0.8009640865148495
2.6479410952657325,1.7656171365452291,2.051769161225627
0.7466072405534092,-2.8931930478487824,-9.879010773374247
-0.05519300615600731,-2.2566553524992248,-3.434186489612312
-2.337639588149662,1.2704882911856608,-0.46230921863294894
2.66628498803386,-2.1198433688454115,-1.518485422443482
-0.039494894052605645,2.6551601583675986,6.743596644651042
-2.4448416263805033,-0.5097371815706264,-0.03433041119160407
-1.2790483145037335,0.6274691243547164,0.35660642776732754
1.3192570903385983,1.0414263202458827,-1.3367168039611097
-2.5475639459062904,-0.6895329519746438,-0.23360409712157715
2.0687704739798294,-2.9939610995348622,-10.72265877591018
-1.4879864271191534,-0.006072798502169796,0.8351478904654542
-1.8930627247291834,0.4816643917041885,0.11044288525755563
-0.2790735316869961,-1.4137027130332889,0.2757477138653335
-2.8776287767714237,-0.49782768279318557,-1.4520158445689404
-0.8339921896576459,-0.8613611896307147,1.2597974027787793
-1.0567733483299273,-0.2763294869291433,1.0865183184360923
