x,target
1,0.881373587019543
2,1.4436354751788103
3,1.8184464592320668
4,2.0947125472611012
5,2.3124383412727525
6,2.491779852644912
7,2.644120761058629
8,2.7764722807237177
9,2.8934439858858716
10,2.99822295029797
11,3.093102195050827
12,3.179785437699879
13,3.2595725562629214
14,3.3334775868839928
15,3.4023066454805946
16,3.466711037884725
17,3.5272244561999657
18,3.584289651861328
19,3.6382779622295387
20,3.6895038689889055
21,3.7382360302615427
22,3.7847057630994327
23,3.8291136516208812
24,3.8716347563877314
25,3.9124227656412556
26,3.9516133360820653
27,3.989326805819546
28,4.025670415869822
29,4.060740143244572
30,4.09462222433053
31,4.1273944292716545
32,4.15912713462618
33,4.1898842314256335
34,4.219723898031069
35,4.248699261236361
36,4.276858964458208
37,4.304247658249556
38,4.330906425536431
39,4.356873151729317
40,4.382182848065498
41,4.406867935097715
42,4.430958492080543
43,4.45448247706051
44,4.477465921704087
45,4.49993310426429
46,4.521906703564322
47,4.543407936444133
48,4.564456680755902
49,4.585071585693813
50,4.605270170991424
51,4.625068916307673
52,4.644483341943245
53,4.663528081877013
54,4.6822169499829025
55,4.700563000177195
56,4.718578581151767
57,4.736275386267657
58,4.753664499113497
59,4.770756435173042
60,4.78756117999381
61,4.8040882242035385
62,4.8203465956817455
63,4.836344889159275
64,4.85209129348869
65,4.867593616801989
66,4.882859309749067
67,4.89789548698994
68,4.912708947095866
69,4.927306190998636
70,4.941693439113287
71,4.9558766472470746
72,4.969861521396496
73,4.983653531524327
74,4.997257924399904
75,5.01067973557803
76,5.023923800584955
77,5.03699476537355
78,5.04989709610426
79,5.062635088303318
80,5.0752128754452075
81,5.087634437002271
82,5.099903606000664
83,5.112024076118547
84,5.123999408359393
85,5.135833037330569
86,5.147528277154878
87,5.159088327040512
88,5.170516276532822
89,5.181815110469487
90,5.192987713658941
91,5.2040368753004
92,5.214965293162436
93,5.2257755775357575
94,5.23647025497466
95,5.247051771840578
96,5.25752249766017
97,5.267884728309446
98,5.278140689034662
99,5.288292537319899
