v,w,x,y,target
22.37434825694939,1.3262881936423128,-19.230675133011744,40.23693206116843,150.4380661864941
-22.009156115003503,-4.338214964820629,-41.575769254269744,9.716389278606009,-128.18404826659076
11.155769048126217,-47.95011555846506,-31.585220083230237,-11.933838254505226,-3372.313036770706
13.671237571655347,7.6376086023850505,13.5051750578682,-48.36525760827364,-82.33499730325077
41.12541565936108,16.23643809999679,-40.302001345377114,35.98160102935854,2212.7756008867136
1.7111912070525648,-29.39883059673174,47.858022894368816,-42.7480402598695,2140.6509169160086
33.80717224233979,-23.386033514250414,-1.3103909396277587,-17.10156112982979,-1374.7347153821445
-18.94661411926063,43.89596920137335,-41.95032386976989,-36.11220389828157,1584.8979536847608
-36.03833668817653,-14.63990582881727,21.882502160207977,5.751028729679945,1388.9775364936788
-9.490534674403094,-1.1068531384179963,-34.74616866092464,10.05846091163233,-34.639834154172576
7.715518646700183,32.62817336916267,26.0784307608715,-15.911845569273417,-1010.0082051354824
46.621457957401006,10.14337892584696,-28.052894986779208,35.2228313989108,1289.2893792784714
8.293045161519842,4.138955649667608,-47.88623074523171,23.48766471977291,412.74162034282074
15.716750323728903,18.85206736684853,-36.33238044908037,42.232722415601714,1666.2518554798346
6.135164403284044,-24.805615245344814,47.919599304720535,-21.702473265561327,1652.0740321679284
-40.648776201337014,-46.276029861212045,2.2669548259662022,3.9447219989363305,3244.7834751391356
41.84847300972292,44.47789080020692,-38.34682719726512,21.727957856907594,5856.0447464834515
-6.221818323655292,11.741430716681286,5.828756490170527,31.096375872146808,-185.72120188760343
32.35396000000689,14.294701023033866,-8.749387118847487,43.9033322961876,1025.9802043301127
-49.136863660306155,-30.153545865489086,-29.95358354832237,33.69743272886207,994.4208707456133
13.103249845143303,-43.59986273651455,-43.07024678861254,10.857087849806405,-3987.9661028596174
45.714727370450035,-30.13426533214847,32.04199213218189,49.222412475159004,-597.9758510513483
23.216156741665344,34.597146740131365,32.56146135282397,-25.036720783845766,-574.3940730539674
-30.855206651987523,-10.189442720190321,-12.85974227123976,-30.666687803760027,243.99520735425435
16.226336595528835,-48.27275849996893,7.519160000622257,48.74061494209542,-612.3220694660056
33.969460438612685,40.234340389955236,-36.81563395518928,31.774836433652993,4698.208484054689
-48.157643120081175,10.007780918500565,-2.8606362738994875,-40.04678211740544,-811.2465280664263
39.80167849381162,30.485582091279383,36.20292547125928,8.123636995083608,187.0517388942268
33.93068502761943,40.81908278855394,46.10178472288479,-11.723746641221801,-836.0202254590033
-18.359991815921095,36.737329814861056,-39.56123947124719,-25.477700498595247,1225.1425609327264
-14.099654576104626,6.357945239031061,-4.460042810542177,26.170339243784397,-62.76904799572927
-43.609065060095354,-25.34360759296731,-11.946185143189304,-13.301755906352838,1283.5347516859006
-21.7622324993862,22.75939542884082,-5.737416265693021,-5.1713336634294365,-609.5578895675816
48.34241343891746,-18.312886695006757,-1.9742297275860992,-23.43967302014741,-1548.7183417289748
43.64586442677712,-23.47200672811489,40.28190527635283,11.002476999302644,-116.40544486051469
-36.73537688705632,-5.959774062657019,-24.371055409987996,-39.62127356403595,50.233238499669966
16.94685688157071,-40.387636328060225,25.07550094584596,29.91717503493605,579.6726957271128
-15.481816056930043,16.566350192851104,21.092618881304645,-15.379937125324858,-1020.1752295490231
-37.40131495049582,-23.011161578127858,44.370018973452545,0.8097406364676516,3069.2797594318363
