x,target
0.0,0.0
0.1,0.20961171748400298
0.2,0.4363719572221958
0.30000000000000004,0.6757086217845011
0.4,0.920604540229534
0.5,1.161064298627537
0.6000000000000001,1.383834041696034
0.7000000000000001,1.5725866544868579
0.8,1.7088144390912092
0.9,1.7736537137836415
1.0,1.7507684116335782
1.1,1.630212638120906
1.2000000000000002,1.4128617009558742
1.3,1.1145708975035369
1.4000000000000001,0.7687746496010802
1.5,0.4259336678617107
1.6,0.14830020210593065
1.7000000000000002,-0.0008550024674947032
1.8,0.027033855285586217
1.9000000000000001,0.2478816184712015
2.0,0.6298819286267558
2.1,1.0880843123204074
2.2,1.495105532527229
2.3000000000000003,1.7110639320785124
2.4000000000000004,1.6290038302017242
2.5,1.2231960978581489
2.6,0.5802340387190282
2.7,-0.1082234543804631
2.8000000000000003,-0.6024585672293892
2.9000000000000004,-0.7117248166476553
3.0,-0.3954529099405677
3.1,0.1847167258448329
3.2,0.7082900786382874
3.3000000000000003,0.8408589644203261
3.4000000000000004,0.4246059910433526
3.5,-0.39280758040846064
3.6,-1.1951434980729123
3.7,-1.5236553046658283
3.8000000000000003,-1.184361306538281
3.9000000000000004,-0.43025647968034514
4.0,0.15614275541969946
4.1000000000000005,0.06422146998772305
4.2,-0.7210020608929779
4.3,-1.63272133464974
4.4,-1.9320531902301061
4.5,-1.3509948724492118
4.6000000000000005,-0.4067634446422812
4.7,-0.0036588066766741756
4.800000000000001,-0.5753583830965067
4.9,-1.5761662678405104
5.0,-1.9469558987560003
5.1000000000000005,-1.226991501957079
5.2,-0.1495358960642046
5.300000000000001,0.0875124307633599
5.4,-0.775245295523606
5.5,-1.634828452806731
5.6000000000000005,-1.3048984076774235
5.7,-0.07927619011337911
5.800000000000001,0.5209670473035181
5.9,-0.2435440023884893
6.0,-1.1959370461145595
6.1000000000000005,-0.804947407426851
