x0,x1,x2,x3,target
45.02548159843549,26.14240892998545,-7.870502079393468,18.77752221043947,5.126975366894466e-06
35.1571230601201,31.610529313279145,21.547733057315938,8.274105923928623,131699318.59270331
38.890207532113465,-27.114589412969693,24.822717972118397,-14.987796916544674,
35.36180586312605,-24.109268491524617,19.320081955593807,-33.37561098599923,
-12.559785166072281,-42.47618535956491,10.159435410622805,-18.329984181859636,
14.07917540492214,19.32556582488094,17.355789386357117,-33.86509380926668,87704.5219598463
49.910601188679365,44.83231005302734,-15.24615911778853,46.5074051625693,4.729626751340927e-10
25.213898616193717,41.534569290867836,30.00604766075277,35.0539900332092,27146730436.64306
23.861283984084935,28.34739587662112,6.529669681135054,-14.911479117150385,10.362985444428604
11.343847146669574,40.31571937266901,-29.662465705514897,-31.933396499528655,2.6979965623838247e-16
46.98437895280897,27.109254959290368,41.23361661886143,49.98636832583074,1547119705494344.0
-38.39608757879526,47.961261427994955,29.927338856507006,-15.25584773005216,
-24.9971132136108,40.42086589040191,30.641416666887622,-44.2218097301866,
15.623789309133997,11.466876522726132,-2.14449342873165,19.27778032778164,0.0011758691559642471
-16.76214214064801,37.544262980647076,-31.48181364828725,-10.745862516907579,
-17.26184292157066,49.34556948704589,48.23539953996239,16.743634141739705,
44.108818776636014,37.643258077104264,38.3859325641495,46.86325633582568,89934531236018.28
44.86504080737957,-37.10208324245158,-44.11784199568086,-36.792785432994364,
-38.06366474881491,-3.3994798470040735,-10.425711392636948,42.559782151660855,
-17.310559055714755,-49.018093956240826,-40.30158639522601,-41.03512062672908,
-24.83779095742973,43.31877541586256,-23.77642851513839,36.9892543249352,
-32.696758765514275,-42.63928641646242,7.744562151441883,-6.061914414342809,
25.21420088079907,-27.587772756808203,-43.33721136988248,-12.301002369480365,
5.109025437407389,-3.898024043923421,-37.074086066814814,3.1281939024682472,
30.501297147079526,-33.78525708133646,45.008570811868,-27.67207405165859,
5.796003330779776,42.75090122486324,27.007751952674397,-7.365003652436187,14591388908.43187
-17.163660020459112,-14.329031449291726,-21.855192013912916,-43.252017253210994,
-15.869042438324357,-1.0259941483169968,-15.831284933814594,-25.12833328975811,
48.029022472323916,-22.55889855025601,-34.86579807573928,15.339910670677,
-41.82050403296024,25.917779115410767,-32.394202416103454,19.573440515580103,
34.7256411492036,22.741450233449186,-17.598060096886122,37.14463226182147,7.165903764801476e-11
11.021058299045961,33.59383367201808,34.49409371932792,49.255260295225284,857378470917.0465
-22.58041301168231,46.64609241285716,1.2899795079186447,15.066930586590331,
14.202311935746877,-30.71649882437084,-2.9951052830695133,-48.11258459077487,
-38.21896419534495,-14.88177141611132,13.411725431113531,19.811758020487858,
45.32008090525939,-34.619952488280425,19.266364282593187,14.10114831451827,
18.970130654720407,26.675869999611052,-47.775348314148715,9.759003385590127,5.72134896943355e-23
11.254084274024258,-8.290111713889928,3.513615916036507,-10.724191713920419,
48.838448352839364,-45.37386176442067,6.096128714785507,-17.299802865205635,
-45.82932664109644,48.72062674544631,17.70850989649422,22.552920558278416,
46.83648971281582,15.911978679062983,42.10953508298569,21.039925316463453,2.4965352395091976e+16
25.97050086894764,46.95079451757552,42.72699690494818,35.28528524535659,8810658363768651.0
8.30304270243414,-16.84185817542867,-2.260421966219319,-27.27895887479148,
-11.941902970588146,-35.23453580128127,-23.31977814288837,-21.875317471658462,
-17.891735937183817,11.3980201673345,-30.644988618188172,17.322119779812766,
-7.039752058833649,19.17817163875071,14.48776033366127,43.53396808785381,
46.431249418090744,-13.651342624901943,23.80201240931096,-19.789278847789294,
-36.334733040147604,16.125447168087902,40.680071702706485,-48.86244660896283,
45.49846712115793,-49.84688999088224,14.903342590516672,-23.14319608381603,
-22.322235020857285,-10.939982760496626,-12.354857977060426,-1.8124901660495993,
27.22246794877286,-3.819031753133409,-30.23624298548796,-5.857637727663281,
-30.463174832853635,-42.73255464091217,-8.502728257034853,26.66882112427804,
-4.188846927673154,2.428272818170285,37.73437183468174,-2.466445987807866,
44.36958361153776,37.04700517954561,35.81402107402579,38.27583807860083,10374576744712.346
-0.24775541032389015,-46.37497184758945,-46.10511750570839,-31.994969141066633,
-11.742076712118156,-34.53368518619547,20.11996850938418,14.974766268273825,
