x,target
-1.0,0.0
-0.9,-0.07053995938358622
-0.8,-0.08885032537960952
-0.7000000000000001,-0.0733823315383496
-0.6000000000000001,-0.04617577197149645
-0.5000000000000001,-0.02272727272727275
-0.40000000000000013,-0.008514412416851453
-0.30000000000000016,-0.002205939566852554
-0.20000000000000018,-0.0003071017274472183
-0.1000000000000002,-9.899901000990088e-06
-2.220446049250313e-16,-5.397605346934028e-79
0.09999999999999964,9.900099000989835e-06
0.19999999999999973,0.00030729833546734754
0.2999999999999998,0.002216686548312393
0.3999999999999997,0.008690591658583869
0.49999999999999956,0.024193548387096676
0.5999999999999996,0.053962526023594595
0.6999999999999997,0.10303234647145777
0.7999999999999996,0.17545930509281257
0.8999999999999995,0.2739691338428848
