v,w,y,target
-4.484494276401776,-37.93606534531825,11.352323031590025,-1232.9850954031117
-21.165023532072603,34.15678881302884,19.053801004837226,-341.1028881337489
-21.893557728067435,-4.8139221883843675,-31.599733879725644,1219.1227054288931
-48.41250337211764,38.08875267081757,-23.283479069751557,-12925.60656887294
-3.4068948591469805,39.962345059080334,18.138425613770508,2786.7741722530054
-35.04462931788169,-5.1633718491347125,3.176984121269534,779.0739766369613
-27.380492780504017,47.90244729490941,42.6998494442969,3473.71412918182
38.16071471116514,38.73235812815739,38.5862008556428,14070.484689767958
22.680425341944627,20.88578857614587,47.52463420540424,6940.660011893188
-45.952557926112014,-44.709070246959314,40.539824386670276,1145.688544470074
-23.746744515873385,-48.822858809733425,-22.44313870885811,10674.474829697263
-17.682330515632806,-25.18012097009804,-26.10838324530562,5219.4658907055355
-3.4594760998624707,36.71750237210696,-19.164703645676738,-3931.765967776035
9.544434659632763,-16.166116322313627,32.26766575586501,-3199.2159205867224
30.09513913997418,46.870386579976056,-20.248212255892405,2184.8018764932467
46.85281138772021,-34.83956753448797,31.790046607018084,-12968.550301140736
-23.84803678379037,36.35459346222967,39.45249235540345,2685.419888925647
-3.6114149415920807,16.861865654711053,48.59870723374948,3590.7931463179934
31.685734159986367,49.24282775866173,-39.31987482876224,-1779.1562571128443
48.522206719140826,43.005258025296314,-21.278194202210443,5545.972729558969
-27.092635815853217,-16.55237371976648,-4.9982629766312385,2514.484602464319
43.75016100223618,23.83552240537405,-28.83644616039752,1682.8172721640235
-23.412304293894202,-6.060396288211898,-47.37412084551267,2030.8005973410802
-10.531607134297516,20.315930341148743,-44.88320743595875,-5328.573293337804
-47.44861825790383,-11.334141241158079,19.683218829929558,1489.7956046734625
-19.142146161762263,8.661631770798508,5.692349761245438,-551.1900033838428
-37.95949010555145,19.476132478334463,-38.301549287296254,-7030.048502446102
30.307858148089068,1.0637095581060976,4.804835794908257,177.01861861462956
45.92120077145994,14.624982034638535,-21.400087770020548,1697.7019623461908
-17.253974654836938,-23.924861429603972,-47.58531613026298,7342.912956875949
-1.6428539477458344,-0.5740829373330527,5.694868470590144,-10.780644023782408
-26.271201152363343,-41.981003505304855,30.720328319584496,-883.8564298259159
22.839919163893384,18.38692391962779,-13.687514660411694,796.7769423593026
1.2076071606918148,17.575666563643864,-5.244289317934189,-335.5875968637522
44.930739224261345,1.1408268290423322,-13.584928280407937,169.49467262009378
-35.44932814284954,6.605904790747253,-0.4539351859809031,-1122.391419009604
-1.3986545777429669,23.282543551403663,4.9617503425739,392.89754632649124
45.91938645025034,-46.12202078617405,49.56238735411914,-20844.481818901248
46.135042384678044,-15.109197681409746,25.96913312717537,-5156.43487626131
-39.54234361293128,1.522466662669956,-32.73335134432057,-520.6133908436032
30.28603358524518,-7.223561141622717,42.990543777771634,-2505.2077609981693
-2.669100692606982,-8.98345180978319,-4.495885818186387,304.89720557730516
-45.35804434539467,6.864046083304366,47.503085891614276,69.9220097129082
-5.474079322479412,-35.22834346465703,43.74385345699548,-6381.158871621078
23.55135490540229,-43.36657676615449,31.872423004929757,-11376.523725248571
-36.979702017229734,-1.28088541971767,22.35445521246578,88.90078952210771
-29.880016712957634,-24.761015341857462,33.86920482569052,-467.31138082175573
-5.143004344158996,13.32384972529718,-8.90968842919434,-886.0202426068663
-20.851838233796304,24.320359421076503,20.319722981038026,-61.025175215786525
-4.102672338481284,-13.711047987858713,19.45314499205365,-995.999718030033
15.986074808550882,-10.679059976574166,39.68191270120856,-2813.650412988339
-48.74520654203399,27.813194572625136,30.074410873448315,-2457.7638377122066
-41.16043632184703,30.96350545965508,46.84598158747228,833.5068828669702
10.251812830062512,-48.60049562226882,14.824505382237291,-5768.38506923095
20.9945205753734,44.844432828398055,-13.81089389169665,1525.0528109273682
23.62404875365071,-14.38033483972373,-31.508410910326056,536.8942343036855
-22.0135209520252,-1.5696570981860418,-10.841621930613123,244.33419232487594
-31.487149914000266,-38.47272655926337,-10.35523138157393,7619.9050057524955
-15.566938956741929,47.61382280495863,21.784006216900735,1401.383470754099
11.313266823789803,26.580033685985896,-37.47869385234897,-3291.6988773159264
25.415743608406544,-10.327800291943412,36.896900680808514,-3045.918717174427
-24.933952190918895,-7.396040571449525,-15.902312275606398,1429.822898896088
29.644345731023094,-35.018668931941406,-6.159392546711139,-3892.5191887662
