x,y,target
0.05524723265509679,-0.9578926244275094,0.849339138740979
0.782815333074802,-0.067135433462304,0.7097852389895785
-0.9192364599067528,-0.7227010678938561,-0.2962667585329851
-0.47549904461386605,0.4018320706971783,-0.29701390301248987
0.1325448954666224,-0.5562971557841752,0.4367076888923832
-0.9991347579627594,-0.5118278646536782,-0.58202149819469
0.09113446679856163,-0.6156870595147972,0.4610655332845164
-0.07607130674371021,0.2734102986825049,-0.0013143689331132635
-0.23532076168862748,-0.8622929127571386,0.44374961531615914
-0.6709658210607476,-0.4359293089693148,-0.4328500898551419
-0.5944785766195053,0.8081901539856251,0.04763113635504923
0.1416737243574422,-0.5517288077556832,0.4409255423411503
0.352416069116783,0.1680821206477574,0.3734142350833606
0.898849982393185,0.25963263473918063,0.8499695949842728
-0.9528570551196507,-0.4440742739125665,-0.6191477913911938
0.95861569704684,0.03976838692314488,0.8199783821772355
-0.814344232231752,-0.4717858263464574,-0.5065271424678033
-0.8761465716384309,0.2952068645288781,-0.6812411197462948
-0.6005731185449072,-0.6880094457547499,-0.10923867544089294
-0.793848985196904,-0.1852620658925752,-0.6787417992198534
