x,y,target
-0.724870168979959,1.4116601392941321,-1.6751498182402014
-1.5268936045172996,2.7057547812589835,-3.2111694959127313
0.2489244881179773,0.5963583290460828,0.44699091079325465
0.12682021910561048,-2.1876866219264723,0.07311725804704622
-0.9344348880980275,1.251171887706712,-1.636121520157722
1.8656464843895222,2.944585408052781,6.487230907510555
-1.6643113178908004,1.2016126364065398,-2.5115545332819624
-0.3977886649119853,2.878834429860218,-1.6380325192999239
0.9740409081933663,-2.13161494606787,-1.9950757895906737
-1.268773314379756,-1.124274925941839,0.432180741520126
2.9337994581536533,-1.1951716273665929,-2.6136363515646153
-0.8793443852988534,1.7109332152787786,-2.4770818110724373
1.5161723255037192,-0.1864977528699021,-0.8576262198889864
-0.5752384564594228,-0.6007833938296034,0.9266102275128159
0.7276046750832741,-0.446476410205344,0.05903906072609405
1.864228845633349,-1.2145329707797279,-3.2058948444292144
0.5226709568844505,-2.8367298928538593,-0.5164372370754045
2.6870528054938845,2.0440525787684347,6.474372599562067
0.5668868817723682,-2.346554064376671,-0.3375857904425361
2.127968104084502,-2.5145610813842545,-4.617906913128241
