v,x,y,z,target
-41.22434557847903,-4.718078490804501,-36.93815302025226,-21.594851685195337,
48.430397548366926,-9.401598757248983,-24.60167820059641,-34.86345671093455,
-42.14037773180168,37.663469681061784,-43.244853028354434,-47.06383989000854,
-1.2909248190325258,-19.222900077079473,31.906173365364992,0.3768750631185327,12.000000000000082
31.186989055610397,2.1517630140461037,-43.95528407634956,35.61622799059528,4.274338025272341e+20
-26.081367021577396,47.87031483605972,31.889625241382404,17.902987728475196,11.999999999999664
-31.845148534702496,34.676805378145914,-34.70951287851231,-48.28173913758742,
39.643122074784316,-26.073678416489223,7.816366562435476,14.176364235429489,12.017271719444622
-39.6476661672132,7.7326745605144325,-48.41963507113232,34.114714383485406,-5.304997638935191e+22
-3.8880985941695982,-18.2761084228763,-38.942641152460986,19.217760853371544,-1.229668029309233e+18
-46.062936822209075,23.399248780785584,48.54379799864709,11.613230250954999,12.0
2.8556106172607727,46.3604752883418,-49.71871483404004,47.3704029012264,9.329864908173192e+22
-7.365291177447183,35.36531476969144,-26.77690422318697,19.305173267120452,-12930591038265.43
-6.908354505946448,-27.83905094889131,-1.7459459029403277,-48.87269241294665,
-19.04940322453991,11.310135650442,-0.12658758082649513,-20.44259714134975,
-3.132517064800055,-6.007949701866252,42.70667131950728,32.37030900829586,12.0
-49.383904351719806,-6.556609726660277,-43.84220457532798,34.43404777767459,4.294826105901752e+19
15.987255612488184,-21.32460224743259,-46.18931626085001,0.39064283022926105,6.644356774348244e+20
22.74663894578879,-34.50199861677344,-23.8359360385643,-42.57678046075046,
-25.30375565941633,-32.7482063689436,-47.23634836620197,8.026033375576624,1.8196735059105333e+22
-30.633679631214783,40.26348877828272,-8.503489293799703,-22.674468824230598,
11.031450560831203,11.900970047747919,5.525424879053077,49.23896910662289,12.595803674028277
31.814787196487273,37.38227453980262,31.838683110361387,-34.14659451808131,
27.98399826930428,-16.200972197342367,47.30157959600756,32.154066884860015,12.0
-5.600905713734328,-23.560171589710155,-28.635670613605356,12.421105636679819,1.5772563105949288e+16
25.662384137724345,-2.1199389017853534,-39.11073938854146,-49.227614619281276,
46.18088688030856,-13.589865062563348,34.789665113548566,22.372816952957905,12.000000000000034
-22.632286699198744,-27.758819132977862,4.421641447443825,-33.43171384489422,
-30.32855179691302,-16.6580230882291,8.443006599841276,16.973721414314497,12.001675177532675
-40.546570885730674,-37.8160110774159,43.079956811330234,-7.350509064695785,
-21.398662007966053,19.690937092135925,-5.782327528662734,39.417656499903174,-6525.108438447562
5.14906013206398,-16.67548660233065,5.1277321426389975,14.964176226137923,12.250381948737331
41.33328994702113,-12.197469877131951,9.294125817158182,31.405455185198022,11.999379191782635
9.809125074711226,-33.81684857050681,-10.315073139477384,40.78976718487418,-547085.5936664048
35.202047524017814,-17.01173599155048,-21.923161166037364,-11.623679961750156,
35.004867760416246,38.45402089544618,5.18410185736311,-43.041911967599276,
15.450066632264196,-36.089599969014344,12.050568949059027,35.50643626301391,12.003468541583812
42.60172736590842,12.523880183750876,26.9743041092065,-19.302325621552498,
4.6739850285303035,-18.579155433645113,-12.582408649129519,-26.33660862247905,
-30.225695255220742,0.9963221160355289,30.757450338005285,15.599893705477712,11.999999999999899
-0.8434733072492406,1.8341394799033068,31.630191686014513,18.526034406767195,12.000000000001648
2.928507287172799,2.5389496347257037,-29.225358340698328,-41.33368268765304,
31.109495008744943,-42.635878055939315,8.606686979879562,-37.41104623060257,
-9.295308387742253,46.0887938120987,46.423176812546146,20.0534076217551,12.0
41.092052648771386,1.5281302145752491,-25.030046458346078,0.1834725649055855,20361025813629.33
-24.909935034311527,-6.827184457708448,26.791960551791192,24.540075032278367,12.000000000024976
-45.443474283685205,-49.50621767727685,-36.33107278533709,7.311783862108577,-3.786046270125984e+17
3.6091927541990287,24.103051015991255,-5.617703334114857,6.267699079547448,3668.4813531244595
-24.196325429327338,0.12913473102189243,-4.766343616453192,14.925762061282583,-111.04066196542057
37.990382304049376,13.332724057243325,11.874237483672566,41.04493058635755,11.999862575669907
-8.026315323314506,34.631421722859045,-45.13801864809248,-32.604510541882725,
-17.178044064282773,-11.010010172266924,18.87111971436977,16.009646388796966,11.999966443125713
-42.823458513398826,-30.292096059785976,-25.213819841238816,14.425817246462373,-424704158315.9363
22.788417485464038,6.290207860724287,49.893347737195796,-7.8303664232126735,
-23.857627056086383,5.510778567368803,-35.81563493439654,3.452679526061786,-4.283705981261994e+16
-9.211232929874846,30.218621282476064,-21.841376712423568,8.157993826392442,88152705399.82048
-15.837452213050753,29.82229102982413,15.06059854859923,22.82172723863701,11.999753621833829
-46.0619055153036,21.170356288230778,41.234994007485525,-47.09087772808521,
7.75392695569024,-46.631072388306485,0.8843147081043412,-2.6175017917747425,
-3.3578434637746355,44.32205628897067,-33.385052990824924,16.7459976490301,-2032397826354661.0
-26.401524947080503,-10.96745426813559,34.88390652328812,46.70992306326825,12.000000000001066
18.26740489089741,45.06104709782831,25.58172809732558,-39.636410524970024,
45.24914965112265,-12.148411930965352,-31.461106549904827,-46.226457337997196,
-36.20262953985495,45.487382739333654,-22.00202107962862,-37.39127812578072,
-30.28777601468725,-1.5290414846982898,-26.356660137234055,-42.960072204663724,
-15.610265855822483,-3.2464025886298273,32.510607958007284,44.968455245478054,12.000000000000018
-1.8149930237083964,4.522250971709816,-32.3975094467658,-45.25479761467059,
-29.959996233647434,-17.2496176873233,-46.19107852061908,-14.617949097192486,
39.02296041915092,-17.12834812077596,49.711011185548855,-28.532683156946103,
39.03930902436335,-3.413469143793904,42.63986297695905,-23.045303098837834,
-37.8493644685145,0.16926968160383637,6.587564170180393,22.63741086526626,11.995379982048084
-5.885241854045006,-21.09963935096344,-43.66554195279707,-2.726858836649207,
36.969939635469245,-21.066912863748012,36.26756790413734,4.0011495543803335,11.999999999999996
36.74504188863135,21.914364362611252,-24.25468940084492,13.82404297489456,63679917746.89793
-49.09010663285356,-41.02989433147269,-47.24465142598922,22.573287548149253,2.7309282196744697e+20
-44.9010098882224,-47.394906820107266,-31.412290670918107,13.37354611429393,285466073151644.2
-3.4311361151486253,-21.253509991145226,48.94257031803748,-24.012216681800215,
