x1,x2,target
4.192821258232873,2.3564870341749167,-1.3908488475949394
2.17669833347463,5.812433943191658,-1.9908814286839096
1.545254599741783,5.248374700279631,-3.424960927074276
3.706882858153535,5.910292106278245,0.9949659594883045
1.029118605991355,0.06926622158062164,4.2237153028734715
2.5915867304673283,0.4229517892444398,-0.8424344097398142
3.8013501718705225,0.45022595943453786,-0.7469474567766619
6.0289104200448245,3.357905595681073,-0.8445174114771288
5.140077743281997,3.1539181132774914,-1.3142444457055007
1.018954269163341,5.19102202160832,-3.5453171412712274
5.980344212852282,0.07380279053304069,-10.714875032580336
3.8867278866243047,0.8352282895654444,-1.2178602047365024
4.470981200512826,4.995446788530537,3.8389623900668934
1.4875643887789922,3.6965946006419435,0.327599523450691
1.4834290862886876,3.2794012811433095,1.5176815586740187
2.7550053913584804,0.5327928310466279,-1.2409747016078976
0.6698963244306648,1.95295583499903,3.4571384109201544
3.861714756114653,4.026427640282966,0.8771787546218464
5.251433213888864,3.9678477718637755,2.098593599182805
1.4723525697114852,5.1442238003672225,-3.7692598279237535
1.3730743572306077,5.223419390689756,-3.472985416908286
4.93061812876545,3.2121983842422654,-0.9287419990886385
5.0238225573348885,3.4754533905707543,-0.060961109679106285
4.1076670173560865,1.6640172193092213,-1.9775542349756923
5.835569912027587,1.7190794230496964,-1.9020935284465672
3.505177957779189,4.50245768536165,0.26686141818028336
1.8031360696594894,0.9504035340119252,3.2619621128105063
4.789917396553119,4.267552415169799,2.6883630891992043
3.142340608207427,0.19166610143150548,-0.6484160657496312
3.6235684502704584,2.6914681522696613,0.7533978351507569
3.7899234715651064,3.792224307414851,0.7130664500460198
5.659516781113682,2.871481565820111,-2.251284632353669
3.935379081867402,5.7001771089925475,2.3063969662049626
4.929781422516251,2.007174178596358,-3.8368849425906904
4.462639039580282,1.7520986626452288,-3.5500041713026467
2.938791697902448,1.1230263753408831,0.29170393340235157
5.187343370804969,0.6170088993783391,-3.6771028130571572
2.5129539955491915,0.15471535627657212,0.31483440600992374
5.089746353031706,5.244742505222738,6.645175287564867
1.5187851040867413,5.9041873267788425,-2.3018770380089375
1.8155422370692649,2.79010002736989,1.2050408868856008
5.550556749766966,5.848470004102512,7.809115550966788
4.469131844686337,1.852686714856013,-3.3764179806458605
4.385690769452601,1.951132957938582,-2.874434396425534
2.833198363012455,0.8098371112249214,-0.7318869135150274
5.853998822426754,4.653213213376202,6.590245472822048
3.377735274076154,0.47003386705476097,0.6653589622999364
5.379563335003683,2.3992902335918505,-3.0366182471118877
5.871985485883669,1.9655774392388423,-1.7338709306191358
2.4723493393945057,4.102895414401885,-0.8950269779677698
0.17687791077267007,0.9427963068703722,4.268418210002297
3.7677388522350723,6.023545466717103,1.415536816904249
3.982126965032821,1.0698327272385655,-1.7909752344284355
2.301381552267115,4.883343907583195,-3.3107942359720552
0.19932426562833822,1.2967564541968426,3.2684984032814333
0.5393642103001284,1.274612328602051,4.231958448627167
0.7346035277336211,3.1605800311825374,0.41607901741696923
0.8078934132422846,2.185992569313406,0.8384129342916147
4.1708963029440085,3.3546623129933355,0.1951480036544418
0.12223842771440792,4.889727800096951,-4.830812849825964
1.7870625128227575,5.653528700057042,-2.2290368677194703
2.4994202949088993,2.5606317988159244,1.8828316248294215
3.8513454697603366,5.651417570581602,1.7712076470745015
5.343261534336663,4.071447098470748,2.7023305305145815
4.207624720128837,0.3105940778078912,-4.634326255170234
0.9569733269887724,2.5142467837840847,-0.9711461382096727
0.13515357048983406,3.60406834967891,0.26779032918786405
5.6919502891022455,4.211816694668154,3.963671753185559
5.522116938286084,5.989623218777116,7.7660036434531206
0.15803909598246618,3.291846506331018,-0.012262051872476531
5.970620118260241,3.328327849643604,-0.9638724024287386
0.7784928155956243,2.703826631917864,-1.0607915907719938
3.977359964499623,4.119984161693958,1.0891947958344972
4.07362393233375,6.041035730854511,3.5643371040480125
2.804240002397277,2.0202663177889173,1.5902333045998018
2.891139033003988,4.413466092064439,-1.0390360379834918
3.8065650262946225,5.939933164120897,1.6382352676708019
5.415514586824483,1.6050489414968432,-2.8776327189615962
