x,y,target
-0.901935511672251,-0.13026816817064701,-1.5557626766956034
0.18758945800882154,-0.9087171539396115,0.22929391806669625
0.38713382478549585,-0.4893867749479428,0.6664424579662652
0.2922369575328825,0.6234087053230328,0.4678048120577354
-0.35084448329608353,-0.8146860952223389,-0.4716105463314427
-0.5416280432976124,0.03882160857434891,-1.0302865239246948
-0.6872287855900818,-0.6875913925827299,-0.9804954502552916
-0.8830304023615401,0.718724428455594,-1.163088515196835
-0.4775616551598101,-0.7981273153018309,-0.6416674691403406
-0.7790382501653845,-0.13016658106198142,-1.3933032334278954
0.3771109154739689,0.8187891729134893,0.5030883512004362
-0.2683219895078688,0.9637237079234822,-0.3024766494479273
-0.6748612008900026,0.7691275281820631,-0.8978439059588652
-0.5544337885366797,-0.2057153158956031,-1.0307232080945397
-0.2587511866195118,-0.691305768094377,-0.3942571663199587
0.8859675443465864,0.2449443784071932,1.5028166997421741
-0.34072083633376393,0.931725342724488,-0.39862732606604284
-0.9510293918741437,-0.014699783676925149,-1.6278518152154602
-0.9819431540386772,-0.5261972901167533,-1.4381699342486685
-0.5090299152508584,0.010127201913926243,-0.9746107820684058
