v,w,y,z,target
21.790829990014984,22.182372142006926,-18.599030905722636,14.694179994573958,0.8218503744919179
-5.664610822670838,19.66836282955032,-17.573786978938145,-27.191077906987626,0.8809614968567596
36.22058074097052,-32.05575479270742,12.90595917398899,-23.26561118797593,0.8173290994034205
44.83175438177085,39.965462618011514,15.733362067050578,24.762306684087292,0.8134662938649387
-46.55725210182315,1.4516770486221446,-16.519277979591408,18.653661643676017,0.7491458747136311
7.542641344140968,-11.54353686456119,-46.95634307991552,31.363508695721805,1.5771660741298978
29.054703588857876,23.624259483992375,25.178017130390515,11.62441059269684,0.8166893867035928
-4.176538877157533,9.138059015144506,-47.62673969042011,-42.72517431626579,4.592110294905045
38.774323465565104,-29.971597031622288,2.784523433024411,-29.319696522956818,0.8247154188022487
39.02835994397226,-7.070905510542623,-45.289812750739614,-28.6692385039377,1.0405989315115856
-5.660654522827379,-40.208101279404374,-48.70656236675224,48.20035159299411,0.8227795361353138
42.46045386777185,16.09583165353017,9.770911129488091,31.91374883593538,0.9264252487895044
22.07333210371769,28.156643986240326,-20.686695692269375,-33.175361015949505,0.8348704851389406
22.14922236507762,44.79985702272029,-34.27074829621122,-24.217096633229584,0.8120356432017698
48.46019822725404,-10.86564364948439,47.229121853493055,-3.728876458882148,0.816303921444665
40.50653404905063,26.272110312893517,-20.87007408842142,15.548724760119157,0.8162729961674319
30.640411641529667,24.6491641559863,-18.93817982646325,22.30255873752624,0.8280230718216648
24.76574375019254,-19.478003365964558,-46.18209773605051,-27.609311948417027,0.8783261052775847
-2.0781147408741347,22.72055116272729,17.261565029553225,42.506182645293975,0.9094844764052578
25.83288350689334,36.14300611435637,27.196152009829035,30.33372255221937,0.8179522565270092
-35.73267677435709,-23.283155283365286,43.8743668652825,-15.767291452357831,0.8257400588461935
-28.09803883061386,36.42775806005437,-7.210332542813525,2.916584056836882,0.8100309441570975
-34.84091038028912,0.7066695546069113,40.56461505657502,16.603179255763067,0.679555110594851
-16.475654175541166,14.804588983108317,-36.97329152910941,-36.93945546752403,1.2493896786153222
43.90465782343182,17.977372942499116,-14.649090060103362,-15.99484265679071,0.8308399370590797
28.560019023223504,33.86481867972586,-30.125193541885096,-24.14747797602529,0.8161542257560281
38.83062997814851,30.129809289040693,-8.630133871761714,-18.368598827499582,0.8155519658517213
8.52322164996503,17.05991334614781,-26.566116750677683,-35.978103004678296,1.0284798017990129
-49.97644009260848,38.15642610591766,33.93963742642518,-20.917740430918997,0.8133217750796827
3.7781646930215373,7.335256244246381,1.0746092087650183,-18.851395669362226,2.57698758694507
39.59649379271936,10.270651290242583,5.911341196166518,44.23642707119336,1.280256084010361
8.232158549756043,7.58192333866252,38.02312978129483,-21.712915686921352,2.7410958378374506
-24.38576074678025,-17.189516599294805,-32.48959066869145,-0.05776191102641093,0.8058293150078094
34.81935439297027,41.80374939625102,28.920905221648923,26.576785711467963,0.8134262677813622
22.999418023632117,-48.586906934066945,32.092131324440885,-19.45846812623572,0.8110447483827874
-35.57011620001202,6.404458202051089,45.41797199226038,-6.26839824143115,0.7804453163599495
-36.32071957983652,14.746474356223928,38.33718479114124,17.724798375902836,1.3630040137408712
-36.44424960834949,-17.900921656550253,21.990181378047566,0.26066259921062596,0.8133573359572239
13.891884461177227,7.518565483576388,18.93276894603254,-2.743867958181582,0.8650155888967497
-16.486071353594397,38.090773146878064,10.518292704170065,-42.697779964605886,0.8226968599918699
41.25039310371368,-1.9694515874541878,1.51766973026092,-43.252209456922294,1.2958680447556805
29.825649633781566,40.84230502729534,30.556722714689926,8.543082239937952,0.8104854625291977
-31.550058008579608,32.70034707834053,18.90035669421603,18.504626331585754,0.8146286209497255
16.872335938527826,11.718142502431228,-8.93284107793324,3.529364930913971,0.8141760424941368
44.774017832649605,-44.47782485758288,-39.042226045607755,35.840510077934724,0.8146041038128713
-37.055128367347265,4.500099900048951,0.6171462585694698,-13.311716957099172,0.7457318644812642
-5.368275054212113,-49.18041963152493,-13.233739000884896,-27.39088333224614,0.811847875173137
-31.076773766790268,20.482147042785755,3.381629970507241,35.97133857947942,0.9343440621166711
-16.509106066921134,-45.750153158776676,28.17261281619112,-21.3543419609741,0.8115814139191482
-10.177061459505218,6.65651018390021,-42.940877557179256,39.013544623258184,20.250431475268105
25.186202316598923,-30.25635238626696,48.70325080105721,-49.569735267762326,0.8526630586283974
35.280605574663724,-32.861944987236946,26.35804615444519,5.044895740987535,0.8105221500550374
-21.311954944176925,42.27818689429856,-38.09327813959025,-47.61093256909427,0.8202533653441842
17.058070830200066,-38.44439331931776,-2.7799828182008426,42.74805199143958,0.8221626639750305
19.905258870053615,-13.91226053952468,45.925090457567734,19.484073204996463,0.9466503083430421
48.34155215187951,-48.4251566948036,-25.960093032941277,-46.40107399143789,0.8155711495987235
