x,y,z,target
0.2722853149775988,-0.646034256618496,1.6461295735384798,-3.3119789829423096
0.5535906923487788,-0.16434336255466597,1.809149924635173,-117.76425693145472
-0.5345446454013969,0.78237717207543,1.397550793463446,3.47555952371591
0.914394657182547,-0.6427209332979333,1.7932129420809546,-13.1065395067021
-0.6607200087339136,-0.9652993626993129,1.7109356187879405,3.413986544051531
0.35459093380743045,-0.9310535393880637,1.6355246136295256,-2.080827144541428
-0.8369206283733064,0.28770281679245513,1.3333098841587432,37.32007479353728
0.08872197063355403,-0.4696891495790525,1.6041728923867489,-1.9527780885467045
-0.9846230922575399,-0.2709988421998035,1.5747425029488795,57.66081684237049
0.3651814317150255,0.9960995849294889,1.19095674899475,-1.3648246961369759
0.24276175214655815,0.3167240053281115,1.8972548191715979,-14.116866619177438
0.4936877035421545,0.7604574722846476,1.6552531142507718,-4.459395978773684
0.7829041844811024,0.9976119514144806,1.5760970211886351,-4.035482128493908
-0.22311177032175067,0.14266356303287275,1.3052151662994111,41.98717031438377
-0.4269741515145402,0.9781267105922469,1.2935275148269203,1.6609248221544974
-0.056867300554614086,0.5460396995048196,1.8320865390235959,1.0423622964253858
-0.4043518418366592,-0.03608503714903666,1.743375866757853,1560.9980715571642
0.09964285613188184,-0.17954982375388262,1.876440750650044,-17.574438177871734
-0.4000459327482675,-0.7513916404780592,1.4059906279988836,2.873727369889432
0.6764757601131768,-0.6196233071243082,1.817001478773359,-10.301327150874977
0.46291330945635,-0.976029642614409,1.057017034213212,-1.6157016290229596
-0.7002726118484845,-0.3800036874094612,1.342622695489982,18.25458297158934
0.07649754735060443,-0.24180240319638124,1.912822487167,-7.565841301764405
-0.7603170183508527,0.399436871775783,1.651933353909222,21.947604117223843
0.7343917544003011,-0.11273281626387255,1.5473508477389437,-289.5097516127936
-0.7783688089912688,-0.35788671144379514,1.3408272028989985,22.67959555100869
0.49760577486197444,-0.07821050273285679,1.9692619231880166,-505.762879562987
-0.5449667230738304,-0.1427685165520136,1.4203055154170405,108.03460908404007
0.5530965875500418,-0.8641865636762278,1.1265067782007456,-2.6494245035125905
-0.5209129934446317,0.563398146046242,1.9297001890193863,9.030088952150818
-0.7884620874835819,-0.14778787099718116,1.4949407584681662,150.06828784451926
-0.8191412032099856,0.7469023535299597,1.4332590733915738,5.8355834167936464
-0.4604779991502814,0.16130177258100065,1.9687246776905778,99.92756728064452
-0.046778219279144606,-0.6144441917905779,1.2828524039998543,0.47462425722212365
0.26184997021826306,-0.8350179290765589,1.773276429764906,-2.051550268552348
0.2855213347144072,-0.5586979609129437,1.9007302996688453,-5.369163711778755
0.8830532617950484,0.8658804387407839,1.9447072317785448,-7.536975582559375
-0.07387326216252066,0.9537795738910748,1.555704912239069,0.376221176911423
0.9886741600310109,-0.1766841638421366,1.8491534701295027,-194.96805108240062
0.47063211948621464,-0.8902042785685711,1.6295865473711348,-3.0467498691041177
-0.1457448843095963,0.5072420745719299,1.7212196253277203,2.8829451907528467
-0.24562673749821284,-0.8806930082503523,1.2551296552485798,1.1638522713379602
0.3805284268189826,0.8814012258684201,1.5951920510341782,-2.436816469593867
