x,target
-1.0,7.347880794884119e-17
-0.9,0.176335575687742
-0.8,0.2853169548885461
-0.7000000000000001,0.285316954888546
-0.6000000000000001,0.176335575687742
-0.5000000000000001,2.2971412193561695e-16
-0.40000000000000013,-0.17633557568774175
-0.30000000000000016,-0.28531695488854597
-0.20000000000000018,-0.28531695488854614
-0.1000000000000002,-0.17633557568774225
-2.220446049250313e-16,-4.185442197610358e-16
0.09999999999999964,0.1763355756877414
0.19999999999999973,0.28531695488854586
0.2999999999999998,0.2853169548885462
0.3999999999999997,0.1763355756877424
0.49999999999999956,8.360999817045332e-16
0.5999999999999996,-0.17633557568774136
0.6999999999999997,-0.28531695488854586
0.7999999999999996,-0.2853169548885463
0.8999999999999995,-0.17633557568774283
