w,target
-24.851554937424748,
6.287092496268009,4.700698180023968
-10.27534634248265,
-34.9152282716127,
-2.687738406851551,
8.588058936396223,4.9891963844269505
-44.43097096652592,
41.86256615383316,6.454489053785478
29.05416865069708,6.1166340052097254
-2.9557057438553613,
-39.31635795825624,
3.5008934535281853,4.159101043395913
-24.800201102946207,
-12.344601739683746,
-44.50872625892109,
29.286740809557585,6.124009323037358
-44.518300875225606,
-1.6553099022286162,
31.163248177478238,6.1814589900243435
-11.394032760415598,
5.0361503298938715,4.495470199878889
-26.163966895707304,
-27.146869847658827,
-0.9353687395662647,
19.73274059368177,5.758749176259286
-17.905897164570405,
-0.531194311890026,
-13.766229527087802,
-38.322069009621295,
0.5093779318166867,2.375995467850855
-14.146073092342036,
4.749172712970875,4.441196262977011
-41.459625842057314,
6.800699680116715,4.773339161103871
-35.85581604362144,
24.13634065661094,5.94509013903269
-21.5478389850276,
-0.10295158241238056,
-25.827595633056532,
40.759126131521754,6.429778960824978
31.996717828716513,6.205874568845612
37.69319165458154,6.357440004056617
0.2717923513076741,1.794925301590766
-35.47188387316737,
22.21801675642351,5.868482267636519
-26.544449929020708,
-12.349254974105726,
-34.82085678607669,
23.802486733707823,5.932205566681718
-41.418296309004575,
-29.1448082763752,
30.110917320613524,6.149682090975219
-49.01384181824131,
35.7653997028049,6.308876366673827
-42.8701314124726,
-27.095230396112193,
3.337951315934717,4.115012396162809
27.312824529522445,6.05946088911716
4.143678656256746,4.315032325591016
-29.52464353457288,
20.1841960398028,5.779674400496894
-0.5325496697140011,
-43.06294411082074,
40.003125716448565,6.412460064589241
29.732147254615157,6.137971965898201
43.263393521206154,6.484936839451752
-40.100282780580464,
-23.813676144689545,
20.01553599046173,5.77191218807376
40.35448410487737,6.4205495331975
15.549551454457571,5.538359054145624
-35.021822215673495,
-23.798474737180186,
-36.33708901852934,
-10.622952024547217,
4.246974900054546,4.337809748826549
-47.93387669586253,
-14.66492179454518,
-25.476547506872883,
-8.615150000555218,
-1.3121423509557673,
-22.8694722802001,
-16.763090636429588,
21.10627160093499,5.820996542824181
-29.19571242078237,
0.1316514851865236,1.1243768748320222
25.493306140920083,5.9956877235877215
-36.924395902835485,
31.823018138432275,6.200839110314303
49.384021270486826,6.607339140665495
-43.11502418214506,
-34.70393585251257,
-21.577796607375998,
32.92094063512995,6.2322158618644075
29.595512773791583,6.13371110094376
-5.392733816104489,
-49.00446703205436,
-32.63866883659395,
-8.704275798170677,
21.506111597230188,5.838356836494949
-38.517004611370695,
17.428885039130932,5.643904259302104
-21.326989844751367,
33.65788901807504,6.252695041772196
-3.526561204144798,
-36.57471682643315,
29.126464124754577,6.11893294079837
-24.63868486037476,
-38.365471972829226,
-27.86396655411345,
-37.19819496863105,
14.206839306138392,5.454819607212289
24.762937850653344,5.968798617149863
21.421260405030026,5.834699894070333
6.6241178051691065,4.74900274109063
-44.08521257391769,
-7.6365380416856254,
18.99171130835927,5.723341532960461
4.909455908818096,4.471901065403529
17.046914387963554,5.623405511549567
-42.57326240393208,
40.8583715874512,6.432028644619392
-2.86146467635092,
49.61846501158324,6.6117202820020236
-14.879850751054313,
37.12955298855847,6.343503005056882
-48.43742608327467,
-0.31216756838459503,
-38.247617470903435,
20.742115969793574,5.8048970137238936
-46.52618778124048,
27.74882181788861,6.074110887710263
-18.321536882823374,
10.99770974889983,5.217973800200228
16.82215158198086,5.611127684507004
19.415328796374936,5.743748316800881
-19.39334982419413,
-12.293872275608209,
8.63119918685615,4.9938315264416895
-35.78954998373908,
-42.55115056142061,
22.11044893498773,5.863992804228083
20.986882887792163,5.815749110179048
-7.8960923097139215,
-31.431415487802806,
5.2239494241254505,4.529337792570316
-13.814155453859044,
6.318689768215947,4.705335580545731
-17.831664810205893,
29.70995289217538,6.137281181596668
48.28304212658925,6.586482552299248
16.492957870524293,5.5928459106898885
16.463404100894493,5.591186829473923
-45.600374356629125,
4.593519994878903,4.410370151710721
24.348827449683924,5.95319825080944
-40.768787935049424,
31.3679988721902,6.187516913132991
-4.3089172824682365,
20.681393444159767,5.802184967054526
31.86624783401693,6.20209487975665
-14.552050367241357,
8.055876864656184,4.930020305187579
30.562943665608884,6.163465735380763
0.6298632716399268,2.5723945863362436
-15.37282322546963,
-48.700574468730395,
9.648750947022592,5.09692343568125
-5.987843471429301,
6.374833513983191,4.7135186444518515
-34.131737501427274,
-33.07393248836045,
-6.054324558290837,
38.78541925190497,6.383863884385926
3.984493722486384,4.278794802975775
12.498187465564683,5.336284183582212
-32.26051365527145,
-1.768324746687341,
-8.696208626981026,
4.749708326730442,4.441300584324317
-29.924250711783863,
-5.514310902540863,
0.8846538115715319,2.8866272419494705
-36.195620156976936,
44.17266630000228,6.5041771987503525
16.31849942840057,5.583008869875339
-17.924237550510604,
9.771488601383638,5.108616354366498
-10.3686901767284,
7.320863344688334,4.84151769931197
-36.563590716174886,
20.346752650620502,5.787094574777088
35.86442976432539,6.31143417100682
-29.783039603909057,
13.717844286229209,5.422418900531204
-10.631865226989959,
-29.767669852203127,
-48.854141857343826,
22.63132112501937,5.885532102017693
-45.62193683941441,
36.8178706507358,6.335704962026002
-2.8121925764975373,
-11.60623271811032,
45.35592381948271,6.528630456584049
-34.467641049192935,
43.363273776506134,6.487069993109062
-20.017725587725433,
10.608207501197306,5.18461747306663
20.795513091648345,5.807275333761192
-7.948823268682524,
-13.168650387684536,
-49.019336695532665,
14.733778823018326,5.4885091312586205
-26.106998472479347,
-6.433580528176641,
20.84638691092475,5.8095355913310325
-3.5427847460963733,
25.16347619157108,5.983641455187055
21.062618876965175,5.819081346760207
17.110065816811343,5.626826078682742
-36.71796758557929,
41.909478331434286,6.455525103114775
-38.01628381977311,
-30.12464322923336,
25.15853650727665,5.983459847134256
19.058748038150455,5.726601005120814
25.784960877680945,6.006210595602026
-21.400930728238954,
-23.451919478068596,
38.93769618476219,6.387488637122209
25.12635732843364,5.982275902510944
-9.777155728528989,
-40.84659348023304,
-17.4902449003647,
41.737451579116055,6.451720227118214
12.536972080836328,5.339150363060549
-24.40498275340044,
-7.151503601656394,
-0.8544796001623496,
-1.526168039090372,
37.89414310636728,6.362358553590836
-35.00542649087136,
0.7401339378139156,2.7216309786954285
27.673483960176142,6.071595975355837
21.070100844911295,5.819409888281621
5.625702475633652,4.597876498951318
41.66245043290719,6.450056445247714
49.486929262342784,6.609264777839351
22.816327905913397,5.893063446860756
40.9525923950699,6.434159379497432
-32.163861577936615,
-22.65534465379846,
11.196105825447354,5.234512698837408
-27.4892792993898,
-3.5354165528420722,
8.29331973224243,4.956891511285691
1.5833191132563798,3.425080807967811
-40.00729837273269,
-45.555642749008705,
-0.2543162730220132,
9.086418752901736,5.04137655250307
-5.078772960703567,
-19.300225409077186,
32.866143357106864,6.23067482736963
-23.97415899316986,
6.47349648993243,4.727725892899087
40.53274843877291,6.424626893567103
11.561498564827268,5.264220096065663
6.681342675697131,4.756959780289794
30.38717702292911,6.158130458019183
28.77265942241742,6.107627410786048
28.412000810549003,6.095958873170158
30.373454647493944,6.157712626753183
-23.118299287701184,
21.91925413990745,5.855958894477844
3.1431843914068054,4.059397800024291
-7.642668887149917,
-15.89531458468084,
-43.1764831496785,
-37.18748114441573,
6.970949138029894,4.796211776853198
-21.615811134777985,
27.114617581918594,6.05272342013012
41.58310927662437,6.448293123801388
10.354297768102704,5.162206984996066
3.3629316079865887,4.1219094148654545
36.53966540641042,6.328688526009536
-22.864688691428626,
-20.004906716819594,
-31.896508785770838,
4.114160852649384,4.308419099646136
-2.952812059618026,
21.114967756720105,5.8213776000929816
16.75547462460493,5.607453844282857
41.715311878064426,6.451229404067493
9.016076075748401,5.034187418857546
-40.0975853000608,
-6.363526413734341,
47.499529778381216,6.571348231040615
-49.04677090352308,
29.820143992052508,6.140705738090791
-25.659511148503235,
6.768678256651647,4.768973244740252
-5.164918207519307,
-23.386648449906488,
21.610412899389672,5.842832328046892
-41.586408224478845,
-46.24696840767145,
48.39062824047424,6.588541484769987
-40.62852323023252,
-21.029178508312786,
15.37932863624117,5.528176613738228
-3.267901941609061,
24.118794875840493,5.944417436460217
-35.63413688200959,
-4.693838660771597,
-39.42685330583052,
-13.642776599839081,
-7.8822829521607005,
-43.953276674149386,
16.109308629558257,5.571073801276228
-7.348060095195727,
26.36787029121615,6.0268898642565665
28.416482704980012,6.096104784651669
18.95260381900144,5.721434723572326
-22.37986576567258,
-24.512273431824806,
-18.338566528812105,
33.87800915303552,6.258725086571534
-31.12726931957941,
