x,y,target
0.9268901316982294,0.37869829489943674,0.9716585077671064
0.4067388652053725,0.0005714469469810801,0.9994860676305594
0.8032159458040328,0.2033573275710101,0.9564162695507321
0.9645134690455478,0.24904689265445024,0.9910419314334197
0.47486373394642845,0.982961695159994,0.4809276193704776
0.9158136871039982,0.8802654738880066,0.9255079104892582
0.8158294241713032,0.8858040622872914,0.8350151559303455
0.6560325838522584,0.26357014810705004,0.8948433259435711
0.24767810999389828,0.4814277728731027,0.5107409373206633
0.04865283987309654,0.2833309047297491,0.424636358744485
0.38310753880309123,0.09526878275614026,0.9126483440048564
0.16343572494509218,0.7299793606710833,0.26653824967390466
0.6479095098206356,0.9455403804752809,0.6634057188031904
0.5599089160649553,0.3556173017007018,0.8136285575946967
0.41655705347708405,0.4052009374009339,0.7012804757244232
0.3565789985738623,0.4326207683541673,0.6401080386285933
0.6344047845268278,0.03020375831040234,0.9863492620975958
0.1272427333354208,0.8893269938174901,0.15985489824880572
0.5967230543178903,0.6437983569839693,0.7172043385326649
0.5800112386199696,0.26667874779900735,0.8647956924279961
0.9019801845354007,0.5467873491948917,0.9451533643683421
0.9217029919804449,0.19768503024277673,0.9840114914525785
0.3332893991995961,0.4146499917271602,0.634071070736474
0.5598714931099031,0.14181059194565726,0.9210352682966908
0.6229543055748771,0.9412774801545396,0.6405104831447858
0.44950703210354925,0.7266279776559238,0.559330649866437
0.12738032854935355,0.5932786930218977,0.2944938980298499
0.4253515852899463,0.9881721139163713,0.42967410544597745
0.4161101241223434,0.5128311404811694,0.637849396882271
0.5782612970247376,0.9136437672696338,0.6062701559448537
0.3697065957386667,0.5221689474355163,0.5947691694595061
0.2393552907513561,0.8695896250702416,0.2884179347475725
0.1765545409232887,0.656346686280382,0.3203992245918645
0.1486825858026538,0.812326593398828,0.21262037083377114
0.22194159960561421,0.16550886444933444,0.7794651661199664
0.6551886139026711,0.8689280295018992,0.6925251770186602
0.6033522886547417,0.6680001650416032,0.7135450012644614
0.3172799881308951,0.2892454078795288,0.717454864920314
0.9326165500364602,0.534498631912142,0.9633993702037363
0.1342058539345342,0.3046731436100758,0.5423197100425771
0.3914305921051673,0.16524774136508258,0.8564206292384152
0.05533540358496536,0.33393814919566245,0.38040023414941804
0.2020172419325421,0.5789786484066192,0.39612726587932706
0.5253899717176941,0.18563175775106433,0.8873859358473699
0.22771239697897716,0.06913617927237159,0.9027597133145475
0.8166366950712467,0.006381462965473816,0.9987081997986709
0.2259042768277073,0.40237293573489163,0.5495872963242381
0.7454689954833116,0.061599107205926984,0.9820684890631244
0.4310747760869751,0.754301608262004,0.5300812552443354
0.9446127830109423,0.9260849806821718,0.948599590596841
0.4985260818039099,0.39637717411718043,0.7588752308466291
0.924102718428893,0.9571946638272459,0.9272302766793431
0.06334316054455291,0.5295599804273043,0.23196802876183334
0.4534394245458997,0.7828688203692502,0.5383933064292088
0.1258895794275069,0.4316454469276164,0.4088035772895
0.7249720599515674,0.08492522232522004,0.9730558159067624
0.28022756814172367,0.6759250056640064,0.42321277966734777
0.019816602149255402,0.6310399440608461,0.08420878389305989
0.42633783481908316,0.24295696049580362,0.8129168523868394
0.5149284199711196,0.9783644625488621,0.5223761902011249
0.11161864380466913,0.5202988272174766,0.3195497950641083
0.04793759139528919,0.3420055329096121,0.35382129188849937
0.9311729292520156,0.47073827183779415,0.9669886946136232
0.8082614028904268,0.15538841550285787,0.9674635842183089
0.7133391199193625,0.6965665647486372,0.7903344769448463
0.5869544966162156,0.3517022677674162,0.8291205028710329
0.16835741687632544,0.9783802474037873,0.17496892395288624
0.05786484850041973,0.9765963245271186,0.06185557698417604
0.5525266882994391,0.9254817113710757,0.577500885381639
0.985730485346565,0.8928030011758723,0.9872503390262708
0.017616777936655836,0.023861142647744304,0.9081253552302497
0.6958054683982184,0.5319547241961908,0.8245379725990065
0.632263949685965,0.8618359326833618,0.6736077948648459
0.3132387647515533,0.45574019505020513,0.589182994340136
0.12691239754269334,0.1373332599516035,0.7531496670846266
0.12107876592734856,0.7310324680761785,0.21364509508523363
0.7297330209758347,0.12081698539114094,0.9626488289452393
0.6062889001674998,0.6493440141134506,0.7225772940386858
0.7761796169894006,0.022349962655511146,0.9943531641042194
0.553233474149956,0.09662940822032562,0.9444030818815232
0.7491027219583268,0.7250281066515766,0.8110338314718429
0.7448278827858255,0.48447637693397083,0.8669900606529788
0.6951729736280493,0.8444161141488267,0.7356321189430775
0.6713128637200849,0.1615176379783565,0.9376598708242682
0.6785525386828365,0.7380059653753737,0.7511170205256276
0.17563260777794687,0.6172879148094362,0.3417463525318534
0.6226823217915026,0.7242481627270455,0.709574364236627
0.20664353232301425,0.5733691858422764,0.4049200583079264
0.40226286754595897,0.14296559270079578,0.8779272512015768
0.0037430867071257534,0.43642278933573997,0.0872774840657495
0.6397829305726354,0.0973599743930682,0.9574483248937501
0.8075978605157785,0.33379120221138525,0.9311562460653742
0.8131830315851204,0.6267681510972127,0.8784335040805741
0.41205964559876396,0.1598839361629727,0.8678372808363514
0.31189586941982617,0.3226862875158495,0.6866316905189287
0.8753791843126737,0.4838381676970761,0.9376317883360121
0.7620955551439124,0.45087023612583677,0.884711277365659
0.30113053115855737,0.26194153029552825,0.7302376689921973
0.16890257447479373,0.17594006461120526,0.7313247566487586
0.5531626534880877,0.0733578975885757,0.9574943628772864
