x1,x2,target
0.3948300061659893,2.70397042101676,1.0053623684365114
3.6018738455976322,2.27373362349193,1.9580284510591588
-2.9035253214756818,3.589925045845998,1.9801402846080327
2.016643887171176,4.703219717458097,1.9409456085474157
-0.6151150806953201,-4.9790078802979405,1.1236082633939353
-1.7963286160086356,3.1313868954831197,1.9020811800914328
3.8764755400858313,-0.19813769165850115,0.9971299356732695
4.6868388984572,3.3268911128713192,1.989835027627644
2.0186919178913962,0.6961768531154835,1.1334192143005626
-1.6436401326131858,-0.5495713120025503,0.9630902615330219
-1.9044661824627571,-0.10988751050321,0.9294997099964966
2.5261582926588924,-3.0763004640045666,1.9649901579495048
-4.5289820457560825,-4.604125737187372,1.9954083337507016
0.8457783918852488,-4.491732982823066,1.3360480848470595
0.241806466664106,1.6962843018985154,0.8956405967983881
-3.510422334420036,-4.1003466293175705,1.9899327754315017
-3.0313607683107415,-3.382916514566028,1.9807183449628192
2.756001823111979,-3.4315948407941943,1.9758022866923608
-3.9887904869118773,-1.0539073950875677,1.5483776433602126
3.13752776684475,2.4815927910541804,1.9640954802586639
-4.355927638267849,3.8845195235149728,1.992857366160404
2.8405314198082383,-0.7320139706485351,1.2079492681753774
-1.8571418208511306,-1.8952146266016312,1.8505174709885073
-1.6540277124836003,-3.0453940806972755,1.8706477349495136
-3.851298716588519,-4.838925332841821,1.9936545835658013
