x,target
4.101988361754607,191.15566264165787
14.1393276343168,213.71615865412758
9.233308462919055,212.44287485970995
10.21484513726466,213.01077695195568
32.514462193980506,213.80940399525937
16.44664795061277,213.78302747639114
-23.095958782721816,-65926098.608318105
19.69961211999427,213.80495987062497
-0.5319115984059977,-72.24061718012118
-3.928553512102596,-1621.4384790342503
-17.727702792339258,-3493025.0170769687
37.36203400286864,213.80940771784304
25.53524488516058,213.80922549733893
27.704446496088536,213.80935231574833
-5.333994823453189,-3746.368884393411
-47.24571662655178,-36185848427931.6
34.95616490932443,213.80940694737322
-29.498765430965058,-2191606781.5284023
25.579657590850985,213.80922987946602
25.855821359352035,213.80925486292332
-19.380820070852888,-8631786.609743264
22.03050344939747,213.808165738307
-15.54138648095634,-1055689.0132795214
32.36061003065413,213.80940364348507
26.862909226114112,213.80931974611627
-4.1855159013940195,-1898.5359784270065
-47.51769608079125,-41993100693819.88
1.0045792896917334,90.42039836104114
1.2965548114388667,108.64107519575475
43.318277493252296,213.80940798916276
35.207034380294076,213.80940708240237
-10.252782935598525,-58228.02042544183
-8.698010295376733,-24744.399499018888
16.783866934909994,213.78747291761485
-13.038443316226832,-268178.1178659671
0.3271928594480187,35.051403223321294
-0.33151591640858413,-42.530102034917114
36.81245249099142,213.8094076188417
-39.92530146881034,-658800899708.9822
-44.65248681757829,-8754403351890.986
-18.584945579423916,-5584003.646884164
-28.947863702918852,-1621191093.0807536
31.6889835163812,213.80940170842592
-4.082379948233026,-1782.617582512978
1.6729834591167645,128.21957077024905
48.201308640937356,213.8094079992511
37.74127363780384,213.8094077707233
-12.336039092439641,-182526.62362078315
9.012010449438193,212.26694662024894
13.92663191580845,213.70464800094325
5.889866670740382,205.29353329466744
-24.23702838802868,-123096845.88244668
-46.16905564062104,-20075082853693.56
-3.50211186696594,-1239.4587381572055
17.227427865694622,213.79220034509538
-38.130513879188435,-246718296868.62424
4.434479273521006,194.92429637050327
-24.306188156400644,-127844957.36265793
-40.830927082223646,-1081401547449.2673
-10.07610639422478,-52842.190471352915
-20.524470770374283,-16140166.962310798
-23.569814983040594,-85442768.9584088
-10.38925767809048,-62759.81171462045
41.72684257748175,213.80940797410943
-48.105898041586634,-57939027756122.37
