x1,x2,x3,target
0.3593061537596254,1.0450747852786033,1.7712187485084712,1.4078174877597627
1.1926485992465081,1.6705681188394923,1.6749528941611895,-0.1587036341188228
1.7159023889942675,1.834792956934098,1.204082684986331,-0.15716719037864016
1.6994209145127608,1.165612252573657,1.0539101430213955,-0.10030296098013317
1.5489264245426886,1.5198085297137651,1.28007538655726,-0.23627659222187825
0.9100095830492725,1.0867700105402185,0.5190824822727028,-0.12093427326160193
0.3885720275262441,1.8619264396865347,1.6562561380734968,0.36126591052355145
0.9552259418714574,1.3852819897428923,0.5156137540208521,-0.03748568212532923
1.9880594957201685,1.9591071152712312,0.8550330160715262,0.13973956111968194
1.4362228025715305,1.9192897637099706,0.5095813635238026,0.20344645647791368
0.9379158678347038,1.1095580370117317,0.9624928939296753,-0.006261628380011814
0.2537811458229168,1.6187304168886658,1.9692639661127422,0.849658342187668
1.121900181236775,1.1133117465179359,0.6890139797775334,0.103350567665149
1.9556474547445863,1.1637828763357323,1.7229929326903213,-1.9024707716695632
1.7097605329422738,1.1992371416912087,1.4872192774821187,-0.8701223970698216
1.2459747828242715,1.332541434454591,0.758468672679108,0.11466109138010916
1.6558567058462363,1.3950020290571348,0.16689713281598909,1.0094792932527672
1.6494137987405249,1.0171007637897715,1.9975109893736716,-2.249652981479627
0.06701968428879349,1.3105970251269825,0.6555604045651928,-0.565052597465998
1.28210133497305,1.1232238607810503,0.3797680463954264,0.47723916261466
0.7153993768758834,1.1257462015383917,0.07865434641136342,-0.6685524504130778
1.834234652068676,1.9105491024155774,0.7991093196047403,0.16867703807081466
0.4375575760584119,1.5067953590424192,1.0064397300976935,0.005004833228693655
1.026740380170737,1.422855097001936,1.3267382859413444,-0.014428370219075271
1.6590178214778473,1.2555403615304317,0.44296131524180343,0.8375779208099967
1.2682952943962311,1.5465592728287199,0.6756733783214167,0.12499272322195984
0.7517157265857264,1.5186517911305302,0.5106714633047467,-0.1708808620237391
0.3870817227672538,1.1387160278366666,1.1324823596427944,0.19543203952318286
1.0562441806814948,1.1926637341055577,1.0938026830070922,-0.01244108189766631
0.7950804612546496,1.4008271710514784,0.3372315297753284,-0.22556792968434006
1.7722923177157197,1.300670778425943,1.9421876534803575,-1.568291390797036
0.5093960439455523,1.9032272521039735,1.464224577897474,0.19874915212588287
1.4059208648057004,1.297637020245033,0.29627919829507715,0.5921847459201299
1.0018268614979349,1.0829500281446411,0.07443486834039367,0.004806873395026762
1.5594533521499794,1.1894574451398845,1.5665414528181107,-0.7962481468280356
0.3340808582162414,1.3753250300321174,0.08066908669431361,-1.0045250371525682
1.1464475231439137,1.0679316325230699,1.7298630321776483,-0.317570523926302
1.4943283993295156,1.749422994728186,1.3137352502428206,-0.17873181327378296
0.19264205242088622,1.572784738543631,1.3947214825317509,0.3940828576307705
0.9703864092247994,1.2010923126171968,0.4492463926824692,-0.03756191584377398
1.503992113536002,1.4532837722627114,1.409424407724584,-0.3449871903580411
0.9352332343695602,1.2138311105320092,0.8666072785081571,-0.019405839472834998
1.8295694446108495,1.3879692584562913,0.3358612841243837,1.0500939654020793
0.9168111174210328,1.4458563099368988,1.7721319078128757,0.1014820964803176
0.9594712540894118,1.9932665833473846,0.7885800811271934,-0.007156583102054932
1.622809322340536,1.7604368807592596,1.734992489813405,-0.528956481733917
1.4722993410740284,1.801957919277073,1.9115984324436337,-0.4664670022426309
1.0517262105734337,1.739646141126584,0.12743698981043666,0.049999725117960095
0.09061153658869817,1.902185356187183,1.9825976918147137,0.7476423829361587
1.9456788224209967,1.9925583270462544,1.30504840775768,-0.27063418337140027
0.6899899632437668,1.257689191592556,1.643217248072914,0.40621680354937134
0.5092811566531905,1.5617073767204634,0.6155652466522192,-0.24449962644579346
1.9844545310805797,1.7823954610649166,1.0672970686773422,-0.07804980951152193
0.6998055943458995,1.7175614311408602,0.05850201913045378,-0.3090485120672902
0.8077447642241159,1.9016110790578522,1.0147056255929565,0.002551628607974766
1.7166138911478661,1.1018841620031399,1.658205608887972,-1.4069811179351492
0.0703316670171193,1.0160078036835993,1.1992473837102555,0.5421420457233908
0.9263441213902444,1.9014548781970952,1.1586752887313547,0.010687684227245085
1.1868789135713342,1.3202036823457886,1.365277286385139,-0.13331917164461107
1.6745373019806924,1.4752828916512182,0.7502739360231071,0.2788894633457035
0.10386949897949135,1.6168260696486094,1.5188791477334775,0.5392208940263669
1.2285029049530392,1.3294826934353718,0.8347824162739377,0.07305166961917385
0.8889697788423249,1.2404564340353499,0.6343883273754926,-0.08686643391196223
1.5852181736171007,1.1406712653936424,0.15541970372311423,1.3543039381437907
0.09458044303864727,1.3656593898629594,1.8558473349664166,1.2583740759131963
1.533073835216696,1.6563686016099113,1.8088498678217053,-0.5568481600025607
