x1,x2,target
0.05,0.05,2.9306340881607467e-05
0.05,2.05,1.7465395070856976e-05
0.05,4.05,5.624449260106484e-06
0.05,6.049999999999999,-6.216496550644002e-06
0.05,8.049999999999999,-1.8057442361394494e-05
0.05,10.049999999999999,-2.9898388172144985e-05
0.15000000000000002,0.05,0.00207775758682606
0.15000000000000002,2.05,0.0012382595719468439
0.15000000000000002,4.05,0.0003987615570676278
0.15000000000000002,6.049999999999999,-0.00044073645781158807
0.15000000000000002,8.049999999999999,-0.0012802344726908041
0.15000000000000002,10.049999999999999,-0.0021197324875700204
0.25000000000000006,0.05,0.013582859212969027
0.25000000000000006,2.05,0.008094835288537097
0.25000000000000006,4.05,0.002606811364105167
0.25000000000000006,6.049999999999999,-0.0028812125603267604
0.25000000000000006,8.049999999999999,-0.00836923648475869
0.25000000000000006,10.049999999999999,-0.01385726040919062
0.35000000000000003,0.05,0.04285278705921272
0.35000000000000003,2.05,0.025538529661551016
0.35000000000000003,4.05,0.008224272263889311
0.35000000000000003,6.049999999999999,-0.009089985133772386
0.35000000000000003,8.049999999999999,-0.026404242531434093
0.35000000000000003,10.049999999999999,-0.043718499929095794
0.45000000000000007,0.05,0.09345722948497712
0.45000000000000007,2.05,0.0556967327233702
0.45000000000000007,4.05,0.01793623596176329
0.45000000000000007,6.049999999999999,-0.01982426079984361
0.45000000000000007,8.049999999999999,-0.057584757561450525
0.45000000000000007,10.049999999999999,-0.09534525432305743
0.5500000000000002,0.05,0.16241480929933805
0.5500000000000002,2.05,0.09679266412788833
0.5500000000000002,4.05,0.031170518956438617
0.5500000000000002,6.049999999999999,-0.034451626215011064
0.5500000000000002,8.049999999999999,-0.10007377138646077
0.5500000000000002,10.049999999999999,-0.16569591655791047
0.6500000000000001,0.05,0.2422150389714489
0.6500000000000001,2.05,0.14435037676076248
0.6500000000000001,4.05,0.04648571455007606
0.6500000000000001,6.049999999999999,-0.05137894766061032
0.6500000000000001,8.049999999999999,-0.14924360987129673
0.6500000000000001,10.049999999999999,-0.24710827208198316
0.7500000000000002,0.05,0.32472476371745895
0.7500000000000002,2.05,0.1935228389831321
0.7500000000000002,4.05,0.062320914248805266
0.7500000000000002,6.049999999999999,-0.06888101048552152
0.7500000000000002,8.049999999999999,-0.20008293521984838
0.7500000000000002,10.049999999999999,-0.3312848599541752
0.8500000000000002,0.05,0.40425365625252574
0.8500000000000002,2.05,0.24091884564544463
