x,target
-0.7803655829631788,-0.11932110836354948
-0.677954215295048,-0.19796837413274082
-0.2413644439036633,-0.21406136186859182
-0.974801960618229,-0.0024137761630883547
0.09983335010003147,0.09785324939228202
-0.7161931246155695,-0.16990583254334057
-0.973331368415107,-0.0026956420522790125
-0.6116605716752004,-0.2395965844795025
-0.45992032315099074,-0.28592792965684555
0.5675878302954709,0.26079103497947553
0.360349706647507,0.2728415538735439
0.2808649907147225,0.2383006259387634
0.7328782328218753,0.15703138972928943
0.6882581935440701,0.19064227762002978
-0.07066964567338352,-0.06996553179522266
-0.47353782534231836,-0.2849781739078684
0.00963650402379046,0.00963471437277299
-0.1481269120656683,-0.1416979476547615
-0.09480297046841635,-0.09310652540571791
-0.9767097168330325,-0.0020701453534918146
