z,target
-37.46314812232519,-2.269608585765952
-48.32449526471836,-2.178806419887089
6.0694518679116385,-2.3275742814842526
-16.048623378672964,-2.2565657855526653
-19.84489489780712,-2.409062653899516
28.94069673063032,-2.3803570309837614
32.26162357670229,-2.202703634831693
-44.66740960480672,-2.3822588122799244
-20.558264362039257,-2.4287656744204025
49.50005584254359,-2.3900698094387534
3.8939061185175206,-2.3888328572227366
-31.073928416656095,-2.2564018790173836
4.334966511572539,-2.4208502891346932
8.145854830227165,-2.1754981484979052
-25.773361070419188,-2.3777000248709106
4.710198024620723,-2.4299996879814594
-42.990040840814416,-2.19115595773347
11.56419289713805,-2.40954392984558
30.277534871390415,-2.418034889588566
-18.287115969001512,-2.2306772559958854
-39.411876647750155,-2.4286921207467937
-41.92233497140639,-2.1852457339818057
-43.37002062210503,-2.2252848496445754
-19.264966360131663,-2.3524635144110158
-45.98015939422313,-2.418324045945913
21.405967012402627,-2.228194403245327
-29.96170473167057,-2.170882325370471
-17.55670195798774,-2.1749891344153225
-26.363237938557383,-2.4225451116274814
22.055111827403422,-2.308309553946936
-45.30983886801108,-2.4261726963466166
29.75724434675459,-2.429498267957758
18.557954376843696,-2.3373732486553838
28.071322033690237,-2.273789369136297
-29.53573809684752,-2.176172551407878
41.06977027253308,-2.329518814199692
30.40119065090562,-2.4104143520739103
-45.74259501287899,-2.4276727728261283
49.88878582197587,-2.347820595340148
-23.34984898592761,-2.1729130591843715
11.726489690244655,-2.3967932726754317
-44.182575183101136,-2.325862435795395
-19.947355981036896,-2.4157269515717967
-4.07121388858355,-2.1958188521765476
-37.22858156431846,-2.2410633298170137
-4.154675987406954,-2.1896991962988452
-41.0940270306459,-2.267419161813826
5.4563922619828915,-2.3956492269347187
-33.34563251297003,-2.4217164480204603
34.465583082074374,-2.288065135368999
-1.8713774368877765,-2.4241713977474424
-25.92655166556056,-2.392693908722197
-40.82407212524407,-2.3021621085957045
39.997011869033784,-2.2028766451961648
-30.77428458114211,-2.222193486710167
30.38564149465273,-2.4114679408653337
46.92489315927939,-2.274300836141765
2.0708117908688664,-2.1859152307712515
6.575327383407547,-2.262559454140774
32.10669305511095,-2.2171733378930716
-20.546422855260595,-2.428968270729171
35.68186364916876,-2.417258017065912
7.722566080854989,-2.1711209384783943
-8.500933681623138,-2.403730208037251
-42.25251704330945,-2.171639472131022
11.039178414924109,-2.4298764337851204
34.64768317329148,-2.3117054428538255
-20.018298638116093,-2.419633714053992
-41.32079964722297,-2.2399577357036042
-48.505150988712366,-2.172328050192844
-22.5926923579568,-2.2264309279309793
11.162747102661527,-2.4281876878335495
-24.148672722045383,-2.1917416237100897
-10.556903919186446,-2.1823087632368097
-13.671855410013599,-2.416178637193944
19.204776031710963,-2.2547864234952635
3.4609206749238197,-2.3408107210799707
4.604299401725278,-2.4292413208856543
16.990865798002545,-2.42464972300917
-36.138107795389175,-2.170006232717652
-25.372532342845933,-2.330874963920118
-45.066697063198625,-2.414922998705192
-31.81102621162554,-2.350037024342583
-45.9567870407696,-2.4195501284995036
-24.082166979579757,-2.187197854400699
-11.716586609736332,-2.20235208153999
38.5714264187973,-2.2004434795328556
-25.746032731518188,-2.3748230893484217
45.95171800163877,-2.18019255147342
-25.19444915153325,-2.308016939796985
26.597056202647394,-2.1707362920181246
-41.53661466291037,-2.2166590500040084
20.56736343368945,-2.1714022705059146
-31.003619236167335,-2.24790583609769
-8.735539275349403,-2.382673478806653
17.824526603819763,-2.4111148230272677
-16.278009017862537,-2.2298428265414114
28.144852167439538,-2.283214372252124
13.089788393796773,-2.2350203782100855
-38.614797352225004,-2.4030874542929426
-18.157303109941058,-2.2170245051306927
-36.6127193917695,-2.1849561476827937
-13.754452704011491,-2.420595078490236
7.247851990557308,-2.1931583202969818
-0.8440776322858312,-2.3971566166718166
4.9999915731004805,-2.424660466452837
43.77102744886599,-2.3272612000299593
48.298994747689434,-2.419954938215018
24.734436831472323,-2.3504212838605953
38.233731835560846,-2.2337631677697165
38.88194040431206,-2.1796616284192445
19.660281500125592,-2.2057776550340047
-25.17890192601525,-2.305998759749362
41.93141703440969,-2.415304309591395
44.374874577880945,-2.2502657653429146
8.43400507504689,-2.1912615255558427
-43.930118099530915,-2.293219801071701
-11.850744036381322,-2.214708246340593
41.752123357109824,-2.402748589354187
30.930467430406765,-2.360659881025671
44.78883359146246,-2.2061536868645333
1.8474858424199567,-2.174944544611458
-37.182689790048464,-2.235809646108645
-32.53782828203437,-2.417120558284286
34.80401492970259,-2.331720926422932
-48.49110160379549,-2.172684740829228
-49.64870330883966,-2.2248065999380073
-47.493762382183725,-2.2530054380572766
11.425756296150894,-2.418155681872025
23.078314508428548,-2.4150906433513857
-19.20323126378508,-2.345025239992965
-8.769832165344852,-2.3791851132290747
32.04609929512266,-2.2233930353637543
-9.177756916450619,-2.331787147419013
6.815774626713946,-2.233990455461638
-7.319114383381567,-2.411843719362732
-39.55119948171175,-2.4248907108560576
-6.6916472668059015,-2.3516357774684487
11.864084738281264,-2.383975363820728
-32.9096116395889,-2.429613692329547
-33.46835445014121,-2.415211240219716
-29.278137944910576,-2.1903423694193322
19.520467860486505,-2.2191789315905424
23.628733521415356,-2.4297101609848317
-22.923556060366924,-2.195602603923875
24.579447328504003,-2.368314027475314
-5.683954871033912,-2.2266790694857237
-16.167252948994282,-2.2423695034467617
-27.283063124359764,-2.4087739322015236
-36.49485668530039,-2.178635570733033
16.623221024784428,-2.403053565970389
18.665584276428717,-2.3237816317886364
10.34397921668333,-2.403365271233474
-44.89781826904677,-2.403074432834236
29.991862073276735,-2.42860304350354
-30.792316900969972,-2.2240840075129134
21.77654287379984,-2.2723149151398485
1.3638984505213259,-2.1727725260923867
21.576594836328184,-2.2476384037851824
-34.4548364998564,-2.3133253044029147
-22.895623541783728,-2.1978069036636936
13.000797534312738,-2.245284219001005
46.71723310625269,-2.2485796838211582
-34.65572212215263,-2.287254128300136
-11.250971232695115,-2.174216798056987
-13.952792392489158,-2.427796644036179
31.320161868140616,-2.312430386880142
-0.3810740105721351,-2.3483492946208595
-17.613312692588778,-2.1772075714140615
27.07513049116072,-2.1788724827264536
30.541202018116195,-2.399757695684044
-11.24337679570376,-2.173971012495319
23.83723503022651,-2.425105028577298
-15.657404907706585,-2.3065697871054747
-33.529567405645736,-2.4113115550799153
-38.558644906773395,-2.398479918361535
-46.21925569855394,-2.402205882275968
10.569509746921455,-2.4183779069968407
-36.68184280537613,-2.1894121780489186
-36.68382761710153,-2.189548037503273
49.82986777662376,-2.354855808453563
-4.75078299151788,-2.1700958047362264
-30.462308964266082,-2.1939831204683657
-41.3547382331981,-2.236079820667821
30.134183801928387,-2.4246068295636714
-11.353979123854366,-2.178260516186535
39.078266422429195,-2.172379929079597
-28.232662098239235,-2.305415764165001
-1.0463015306966241,-2.4125250159733684
-11.023194758786737,-2.170049584725556
38.14104716207174,-2.2444003455802664
-15.509884338619088,-2.3255822044659946
15.70385240432556,-2.2994655892341456
-29.24402778217908,-2.1927873572631986
-0.3234180235245816,-2.3413151993497485
-42.09052527888484,-2.1766393479436554
48.08581300169688,-2.4066380958575193
37.850311841797705,-2.280418808679179
34.49400723487321,-2.291748995618488
-13.61186532186069,-2.412472454477741
1.4841453299390892,-2.170487740398068
0.6866500974994949,-2.217586497849549
-43.84449700835357,-2.2821426222703742
35.98353027324309,-2.428639798795156
8.635915650331057,-2.2077582327975716
13.934178508752268,-2.1726690959738697
-34.77762672264265,-2.2716165067904295
24.959008879620043,-2.3224717621118125
14.261265240587846,-2.170999741192872
-14.236348768685403,-2.4293611167148184
-43.67122851652465,-2.2602100994805454
-10.488791212383767,-2.18633964558218
-27.910169657441664,-2.346301898823501
32.478958503111485,-2.1864016171156297
25.235314933589635,-2.286688789068687
21.56746977276738,-2.2465548211993753
-33.69666103251324,-2.398592283080201
24.044919201368316,-2.41513027914446
8.945245632596134,-2.240022640672233
31.318776826648758,-2.312609605292267
42.5471719547661,-2.4288054014365175
