v,x,y,z,target
13.341143332372184,-43.6850210171971,-42.38688498767057,-49.861403247028655,32.00988382627063
-5.820712080217284,-48.12934486878987,23.49485278192185,42.85287454216471,30.65099750752589
-22.60305978004765,9.689484999459786,-25.178444661471644,-20.494912652865228,-307.18832695234755
11.357613185082059,16.397930040159665,-33.40046092928256,-13.759023955734243,30.963604601092968
-22.038908169796034,-48.63227428350314,-0.7198856899787387,40.49847488021861,-376.0538841572695
-17.89602760208654,43.156152761733594,30.532806581104467,9.943314398041146,30.917058249612158
21.799855492793142,27.735354616436865,-0.19071828532270985,23.165396887584606,146.59720829031465
2.176429818076876,-44.4148530580988,-44.30714437499289,13.043119346444811,33.47093857182068
16.45988121004531,-38.73237680637445,-4.239246939983609,-44.8635354615749,35.34107582903627
-10.70719122861825,-29.475585825235086,-26.096704841612294,-47.98874813908315,30.128961650009423
-18.381047986573385,-10.245636365022357,-38.248694146544,35.157968452154776,24.88535490222842
-13.06034873942771,17.144901162246242,-21.794663905577316,43.86658991845117,7.844606963474021
-27.71881743808523,16.786508424965973,30.45518213524565,-46.06375208043981,43.24459459850008
-38.300869897769765,-38.5259589849166,48.26450292701587,22.83402266769812,29.55611006620907
-30.358603906905344,-26.763207694614433,37.07270618232366,-14.442430118345854,156.19197389188759
-26.697817832285274,32.20375635895178,-33.76335395969444,27.975588697625966,31.994782112128508
43.32333567894088,31.86829061117305,24.170601880530768,-39.719428346321884,29.280650827429163
40.79066977838281,48.50455209625086,-12.359027077884853,-1.9738458783983859,3502.262994668112
-12.869331844974738,-35.28196769481055,-19.378331575177697,34.329424388080426,28.625521681117895
-38.54981951094523,24.462867761062824,-22.79152893985841,-49.15188234740873,36.11185005004698
-35.78175651956678,7.782611523571028,-27.804761663964094,-48.53815039359939,-157.22537723419148
-23.208314188055834,42.56021580626398,13.128960315500649,-26.399754438677835,69.3940352593738
21.1048073829551,-39.44143043466164,4.930526151349092,48.486349979716096,17.181105537272074
23.785018840974274,15.026568236800045,-43.87944203136731,37.03910746306559,36.14980168479934
25.604847265553104,48.175442839685374,-45.69394958261369,0.18958584681630697,31.720308320809288
-1.9509606472963483,-44.824880338607244,47.59049511950077,36.36675614233471,21.019216337538985
-30.39221072167102,3.315232497454531,11.247300768117555,42.50310507712338,31.10265560870448
-4.49764515416026,41.63650016302756,37.562233699763354,-18.404807866334483,29.688400530809197
-13.872765012371332,28.954095400460716,-10.691243309843635,27.894842883764326,32.08223574266299
-8.881708498290116,-39.59031772775104,-15.096400349220929,33.78696626712129,52.733053086973875
-3.5332936600874234,-16.69499176462994,37.90532460106904,-39.73083004308153,-73.84480490667967
39.4437587794999,-27.480649595283502,-4.508222105409246,49.42011128410449,32.12508287463369
30.80877154835659,34.18997714286755,21.69301022125414,45.65495854359882,-20.9348998248741
-22.927104436677293,-22.225349061316656,-33.96755436342174,12.11400935880372,32.38266083773085
12.547601630503067,49.88285763313287,-25.58298865861789,0.1601648678501988,53.497303294160936
38.38398890799587,-2.8173339002365836,-47.23662626026892,-9.32996147068149,33.03705772624522
