v,w,x,target
2.4131843882075117,-15.904877717465695,-35.09799187848161,1092.453888305042
28.052998941361835,19.652127470377735,9.467407382812375,2143.7089941020226
-46.92554620107122,4.514272117839525,-26.222783746069954,2211.31752869341
15.409083185474827,13.621140168760206,7.963194128814635,1216.076898881839
-15.064952529506925,-19.306318492116358,-38.54620886313428,
4.121042874427104,4.051349617114752,18.612829548269218,528.2705221729868
-42.27938488202041,9.84048316801345,4.05853333815044,
-44.351676087914925,-45.44851678795406,22.86820538057752,6357.148196356296
-7.6199954578022115,7.361867793721274,-27.865425548803913,1176.2779364336207
-17.008376393051385,-37.57439443477661,15.000056325387277,2902.7842824500544
18.49610195199945,28.43865575943869,38.809746775458436,4232.844535493421
21.166957112601736,37.73599516521183,-38.308087046997805,
7.544884645869168,7.146018838567706,-43.90557697579547,
25.019982922288193,40.54328629547631,25.758334452493017,4787.924576775186
32.52807763059292,-25.759676578054215,16.932189254490183,
-44.37684984536911,-13.066832558640264,-49.99177051327525,
-16.59673850365678,13.323032817995617,38.96943717735378,
-42.13717609509361,25.074826591044967,37.7682148950899,
-45.21251868368494,-4.421826737038295,13.130441287002384,1522.285434228976
14.161210102976568,33.205427648476956,14.250282852946398,2428.056803759716
29.944162626559915,2.159014478903167,38.37788892504891,1480.1532061483795
37.166698774506514,43.78968056313417,-38.00121263330557,
-36.567744895097505,-5.798247227120193,-22.5888751386359,
12.803967773606132,-46.79596113186174,2.3500122106943664,
-9.916882954657211,48.81293615752452,-11.461948879578252,2210.0304512753
6.011073186204797,-38.20596095504817,-39.79821533519705,2834.582190619216
-48.58052038683969,26.031798454263907,1.7052418956350763,
14.036355331016793,-10.917751958154142,28.937698482941116,
5.7051825938916565,1.4950528237157386,-49.310953054451154,
35.072612000247034,7.984016745350118,28.026665637606015,2627.117558214465
8.73671649149449,-27.803868122872156,38.71922445486889,
8.645672108100179,-46.430039072528814,13.626140986257965,
33.35231881153766,-9.784246373776284,22.510708988907382,
17.21386002796679,-49.67129573995845,15.029593447175841,
-27.092445019788148,-21.934102434731916,-29.728017895035318,
47.28983627259163,38.47326201638519,46.51752055101413,8611.526209314818
-8.746863558123422,2.2279778956245906,-20.479675698331544,597.7577497418868
-22.54925260335998,14.361111927556223,32.57718950893087,
36.6854110367365,-30.315646681628383,32.763533310939295,
9.01261122818682,44.76575976688443,21.82013438722737,2782.035213237153
-11.4348438573464,43.85295007024304,-22.111562913944695,3121.3538332801763
38.137425158267035,-20.8361380795122,16.41069117688818,
28.084717714188002,40.50647041629736,34.34798381485908,5853.554932786797
30.390694236532568,-42.05756046208975,11.596820610074907,
46.428617280720474,46.320411906188326,-47.476916276752526,
-38.74730503693533,6.970004121903351,-46.56533808589344,3323.7555197553916
47.06105946084878,39.94124813432255,-4.1308436003110955,
12.611881796415005,-49.98997363975886,32.35232120795264,
17.90036292613877,4.4736363999761295,-13.998528015266167,
35.27562687475701,3.412403512943328,16.59489450216782,1328.8249093745396
12.613184188801526,32.80224261071662,6.646960399497836,1557.961852340248
23.94258980987027,-31.16938666336778,-0.46259802831406205,556.4278468804123
-33.48074394774885,17.916915473744893,37.252576117808616,
-1.6552538623085695,-11.310074817581153,26.214446745906656,662.1052086000253
30.83904356129449,-20.85502679183118,35.64951615250945,
-5.837038783419416,33.70444760728398,-18.343992151124276,1783.7113732942744
42.141213354386394,44.092403511910035,-23.435653501572816,
-32.29336727019046,-47.426293892328395,-14.48231268237268,
-20.82036052159182,-49.6600232531443,42.09152528163277,6177.176644749263
-33.180253021417826,3.1142847640403772,34.62760794987295,
-4.007942469477122,-42.655304778581524,-46.93338299797411,
47.09248854011311,-44.630955154402216,-41.543117839569454,8746.746355136347
-11.85680176279189,8.098347342643166,-33.577043151197316,1686.3121069468987
-0.9323330479004923,2.668111640240177,39.367599116127494,
-15.333396870586945,-3.8143430443773525,-39.67109271052075,
-33.19123495702399,47.76199892388313,-12.567167695104366,4181.649017456017
45.24565431795442,9.328318512256232,-40.12209395316822,
4.446875377650464,17.53285158466619,22.10713321943831,1234.8231727507305
41.19609947902046,45.26334606141536,-4.044900007415741,
16.062877417482895,17.473274165072056,29.34676234322481,2691.2299431568176
-29.18783350399775,-3.730202150775817,23.100597086289326,1490.2094621816987
36.69357545204633,-25.93314344398452,37.47253950812599,
45.70753722963255,40.30388873885951,46.67989645589449,8680.365595638114
-13.416449799215677,-42.73064756902064,-15.568501768175288,
16.899972949349817,-23.357332466191128,-36.98737906506702,3580.776932104755
14.294507115293698,-13.732702715634495,-10.143981355138429,1326.732399688169
44.87488083448885,49.5534179554209,30.505905018281155,7710.443889958515
-2.1851372332689962,24.906456576861828,-15.705340838217637,871.6006406753952
-39.82679982948426,35.35315366506126,33.91684101549109,
6.569988479279431,31.581680063493394,-0.4443429211551404,
-46.93867410399724,14.43883777670581,-39.01363617697571,4816.388238674294
48.78228860686883,-39.84199330681777,46.52752367217708,
43.20475169970686,28.033069945533953,10.27320377668245,3306.1249144794115
-22.350839015583933,-24.37424337346412,16.654918644809143,2824.2509805484196
-18.975139648846017,-6.8044475783242575,-9.577005507242717,
-15.718703402191515,-40.6307131735446,22.425718806714585,3546.603795466136
15.492322822643672,39.87566010739765,22.31809684490176,3479.852736098179
-21.342943078772247,-33.52176185687142,27.28777264707871,4139.59444533018
49.853940766355734,-36.158006282069024,-5.176376938141743,2863.9787106839226
-30.716572647395157,-36.512028195152865,8.107615878020994,2827.2834228127253
-41.79660263025128,-16.334319558588327,0.8730694382643094,728.9864556067163
37.23794694748706,-7.448856780635005,-11.22689849904188,1657.4227498028856
-44.24986874746752,-38.520837624799974,2.0044318536409094,1735.736010642216
44.27231528101187,-43.87069566138106,26.731432051157796,
47.952032668190185,38.80613180790206,23.181880311644278,6150.002058036396
-16.142544972007265,-16.739978066035874,44.73167147775048,3258.737502525392
29.944604515841462,-31.695874213263153,46.69883860182526,
12.48788111321457,41.009458209612305,-48.26992945899777,
-36.39985949823458,-31.683995109693942,0.13303444509953266,373.2347722491988
15.342185155763033,26.21487104044661,2.8670169471886595,1011.2416290808447
-19.49053831030001,-19.28529051628497,40.72141118192489,3666.172004343014
39.00561593514847,-46.60562333837063,16.857354663391547,
-19.016878449858044,-49.21359921237756,12.384953584072619,3191.222996807868
-25.81481744953087,-2.210479293197288,-43.78940803545738,
20.13109795986304,-18.202847804298873,-6.1535261907554,1411.3878420161093
22.589295387905935,-6.20850317907162,16.660984352507242,
-38.01895745286641,41.103102848889634,-20.63363582864628,5318.002303380695
46.18067795343083,-35.71523032226956,44.75449508341825,
-40.90832835770256,36.243902758983126,10.029280089769102,
5.900694843058872,7.031235213604383,1.0328663158871478,200.49047532933574
4.04781268344415,-39.589370178610764,-27.23013620568451,1960.697601042292
-21.300352285088042,-15.673357601864979,36.42845800062747,3268.664846906965
-27.236074571185732,41.800851367170225,47.94093759033427,
-40.20990162276876,-3.0880682649391247,-12.471519264757838,
-39.12540170089481,34.01688491299221,30.33389299439716,
10.425432485907251,24.248380447843857,-3.692016523298669,
-16.100510423027913,-11.915180001887961,-20.86214280516576,
-20.58198617125948,10.977854904743808,38.89687438782748,
45.87171136689034,-19.836687309200187,-39.966872822205424,5647.387659895985
-19.352405513279848,22.777605097616743,-8.839815395780612,1853.181348261945
10.18496453174943,-28.68252713634356,23.357991818015236,
26.2488847216147,25.843057187214256,7.02354789678904,2048.4550654347927
-8.894320476906515,-11.668713667771335,47.50148912878754,2083.6157218977337
29.77469982292969,14.510693058823037,-12.284516117824452,
-5.996967813969235,40.310497127100575,39.811968892929215,
-32.109985554378355,-40.31051228731083,-40.32439755128433,
-5.110101225466124,-49.51971755897829,-26.318148007077134,
14.304593818919841,-39.54939425419689,-26.44741861074077,3624.808346628777
-46.537690446540466,16.009062920053424,-46.40877297034858,5506.674421329295
-27.97368454871344,17.53191118824897,-49.999695655689116,4638.511981867501
-4.446592192882768,-27.566745817258,42.58343315948771,2143.791513543126
-40.72903565573127,-32.053513238260244,25.19898809012747,5371.543146909256
36.61203307559825,-29.47505651252611,-41.8738695911818,6294.292257275076
25.29138146334195,37.755483442166394,-7.525273064100503,
-33.97483141205126,-42.23167562499701,36.69458916804487,6793.601386204487
42.2042782104225,23.197181414279854,-21.28956974938745,
22.512660481318107,9.003848542294868,-16.492666596373553,
-25.609507642554384,9.436045274560911,-0.8394802153371828,428.14209154399185
43.29687108993497,-46.122029938332346,28.09999672931079,
-5.459451304947606,0.29242943011625044,-17.863503497520227,164.82384084460827
42.395101389480374,41.45076159876136,-47.32764822803457,
17.542213385574854,-34.10457393377927,4.169348270108486,
-18.618143004543665,16.136672529028814,16.51342672533167,
38.48850644713747,-8.570169297817486,22.047115547048293,
-37.39385325126683,49.97494439824139,36.76658373829443,
-37.195466951411184,-1.9739893384992726,-10.12931030862756,
23.73096775877778,29.535689745051585,21.449079100583774,3633.4515063280282
4.4141765435484075,24.433258952254704,44.147395331953035,2047.808530965281
6.431239149381248,10.262031509363133,-30.525071132415626,
20.599840593069985,-1.150233310710803,-23.113324236156263,699.048236053287
-4.746387037485533,-28.549587252850685,-4.16294389530637,
49.99504955070371,-3.7748428067294384,-35.537696740392555,2429.122481725827
49.06622581306068,19.268576157257527,-5.833827005701131,
-38.29292669836044,-6.592211115085668,24.50922007913556,2333.36119582973
2.377618560148953,34.588104604144064,27.408166841554674,1411.0937091644912
-31.49212359079806,34.64516567585251,41.40822980384384,
